Epoch,Total Reward,Epsilon,Loss
0,-4.0,0.9998229057618548,0.016501417383551598
1,-3.0,0.9995861660834227,0.028298456221818924
2,-5.0,0.9994529004661633,0.02665725164115429
3,-4.0,0.9992778921568642,0.01451833639293909
4,-5.0,0.9991486444321679,0.026746995747089386
5,-5.0,0.9990154374388819,0.021283680573105812
6,-4.0,0.9988524322739307,0.009015558287501335
7,-2.0,0.998608968253584,0.009513096883893013
8,-4.0,0.9984241741718712,0.017361659556627274
9,-5.0,0.9982781515511935,0.012158353812992573
10,-3.0,0.998067598902434,0.007658880669623613
11,-4.0,0.9978997846589225,0.008554598316550255
12,-5.0,0.9977677377688757,0.02585889957845211
13,-5.0,0.9976237968828656,0.04033125564455986
14,-4.0,0.9974481180188555,0.007319264113903046
15,-4.0,0.9972744547941776,0.010210671462118626
16,-5.0,0.9971335618252344,0.017437530681490898
17,-5.0,0.9969976488375164,0.025219622999429703
18,-4.0,0.9968399337500331,0.007752394303679466
19,-4.0,0.9966762936616429,0.011701682582497597
20,-5.0,0.9965166466302942,0.008382508531212807
21,-4.0,0.9963570253000485,0.012236356735229492
22,-3.0,0.9961607560403372,0.010239602997899055
23,-4.0,0.9959992100034623,0.038422904908657074
24,-3.0,0.9957901312287379,0.008067903108894825
25,-3.0,0.995555341791284,0.005014615599066019
26,-4.0,0.9953810193919499,0.009986966848373413
27,-5.0,0.9952582197592799,0.009794868528842926
28,-5.0,0.9951205834326796,0.011655997484922409
29,-2.0,0.9948651652725135,0.018051359802484512
30,-2.0,0.994589031413867,0.011620664969086647
31,-4.0,0.9944247732684555,0.007317658513784409
32,-3.0,0.9942100913864829,0.01320994645357132
33,-3.0,0.9940122691510884,0.019576171413064003
34,-4.0,0.9938530509931608,0.013532998040318489
35,-3.0,0.9936325613482985,0.06450504064559937
36,-3.0,0.9934289240160261,0.006515317130833864
37,-5.0,0.9932945068229363,0.01868809014558792
38,-4.0,0.9931344160805311,0.0037869855295866728
39,-4.0,0.9929585438075654,0.0068903532810509205
40,-4.0,0.9928064099064302,0.012835141271352768
41,-4.0,0.9926246702475687,0.0098288394510746
42,-5.0,0.9924962873855034,0.0038206051103770733
43,-2.0,0.9922385844861871,0.018985562026500702
44,-3.0,0.9920391824324063,0.011266544461250305
45,-5.0,0.9919029804233854,0.054774150252342224
46,0.0,0.9915674904465693,0.009449564851820469
47,-4.0,0.9914135979219887,0.0027753966860473156
48,-4.0,0.9912390181659207,0.005049794912338257
49,-5.0,0.9910989821681323,0.02687907963991165
50,-5.0,0.9909599520135028,0.011789044365286827
51,-4.0,0.9907844667606953,0.013043522834777832
52,-3.0,0.9905646613338237,0.053028181195259094
53,-5.0,0.9904306336539711,0.005635629408061504
54,-2.0,0.990157707170512,0.004678060300648212
55,-5.0,0.9900257048821021,0.018220044672489166
56,-3.0,0.9897893270794013,0.005744354799389839
57,-2.0,0.9895598978957295,0.0038283232133835554
58,-5.0,0.9894230535808223,0.03904963657259941
59,-3.0,0.9891937097289343,0.0050641270354390144
60,2.0,0.9887804351645818,0.00917750969529152
61,-2.0,0.9885394384812657,0.03210564702749252
62,-5.0,0.9884106032537163,0.00439536664634943
63,-4.0,0.9882414711757322,0.05431774631142616
64,-3.0,0.9880261648704457,0.006229175254702568
65,-1.0,0.9877313012527388,0.006313997786492109
66,-2.0,0.9874895790856761,0.012951789423823357
67,-3.0,0.9872695260668192,0.004593160934746265
68,-2.0,0.9870131871741964,0.004757674876600504
69,-4.0,0.9868619687874862,0.00752560980618
70,-3.0,0.9866116259055194,0.009581122547388077
71,-5.0,0.9864791172805556,0.006861965171992779
72,-5.0,0.9863427011643933,0.007878515869379044
73,-5.0,0.9862082664233238,0.007504910696297884
74,-4.0,0.9860473614621978,0.0027301127556711435
75,-3.0,0.9858423439887245,0.0050670793280005455
76,-4.0,0.9856883638284771,0.005097059532999992
77,-5.0,0.98556186318901,0.006963861174881458
78,-4.0,0.9853765545090891,0.00909494236111641
79,-3.0,0.9851648160418928,0.020239368081092834
80,-2.0,0.9849070665908123,0.006220678798854351
81,-4.0,0.9847493142524951,0.007423124276101589
82,-5.0,0.9846239143660348,0.00509242620319128
83,-2.0,0.9843653277875725,0.005316886119544506
84,-4.0,0.9841900370828846,0.06431431323289871
85,-5.0,0.984057855350346,0.028836408630013466
86,-5.0,0.9839159022531685,0.0029689555522054434
87,-5.0,0.9837925666197926,0.007213648874312639
88,-3.0,0.9835938918949357,0.0033077015541493893
89,-4.0,0.9834334156560762,0.01222933828830719
90,-5.0,0.9833032926651646,0.0039087459444999695
91,-3.0,0.9830890677025607,0.005129306577146053
92,-5.0,0.9829501889155741,0.005755212623625994
93,-4.0,0.9827692848647653,0.007514484692364931
94,-1.0,0.9824662233634169,0.015233216807246208
95,-5.0,0.9823460024116833,0.008371294476091862
96,-2.0,0.9820968109543294,0.013560120016336441
