Epoch,return,loss,epsilon
56,-2.0,2.7573163509368896,0.980391237687281
57,-4.0,2.9880776405334473,0.9800382968417135
58,-3.0,2.6426825523376465,0.9796854830548505
59,-5.0,3.127577066421509,0.9793327962809507
60,1.0,2.8893680572509766,0.9789802364742896
61,-5.0,2.730134963989258,0.9786278035891588
62,-4.0,3.000760555267334,0.9782754975798666
63,-4.0,2.850855827331543,0.9779233184007379
64,-3.0,3.1514997482299805,0.9775712660061135
65,-4.0,2.832643985748291,0.9772193403503513
66,-2.0,2.8573551177978516,0.9768675413878252
67,-1.0,2.938883066177368,0.9765158690729255
68,-3.0,2.840386152267456,0.9761643233600592
69,-3.0,2.9273667335510254,0.9758129042036495
70,-2.0,3.074773073196411,0.9754616115581362
71,-3.0,2.9664576053619385,0.9751104453779752
72,-4.0,3.033677339553833,0.9747594056176391
73,-3.0,3.1228160858154297,0.9744084922316167
74,-5.0,2.8794517517089844,0.9740577051744134
75,-5.0,3.2557871341705322,0.9737070444005506
76,-2.0,2.8987274169921875,0.9733565098645663
77,-2.0,2.9126436710357666,0.9730061015210151
78,-2.0,2.9899020195007324,0.9726558193244674
79,-3.0,2.9023334980010986,0.9723056632295106
80,-3.0,3.026644229888916,0.971955633190748
81,-3.0,3.0148587226867676,0.9716057291627993
82,-1.0,2.875372886657715,0.9712559511003007
83,-4.0,2.7815346717834473,0.9709062989579046
84,-3.0,2.8144845962524414,0.9705567726902797
85,-4.0,2.9622883796691895,0.9702073722521112
86,-4.0,2.708685874938965,0.9698580975981004
87,-4.0,3.163520336151123,0.969508948682965
88,-5.0,2.761005401611328,0.9691599254614391
89,-3.0,2.8443799018859863,0.968811027888273
90,-5.0,2.8378000259399414,0.9684622559182332
91,-2.0,2.9383678436279297,0.9681136095061026
92,-1.0,2.8606882095336914,0.9677650886066803
93,-3.0,2.771819591522217,0.9674166931747818
94,-3.0,2.7205631732940674,0.9670684231652389
95,-3.0,2.8326640129089355,0.9667202785328993
96,-4.0,2.8327066898345947,0.9663722592326275
97,-1.0,2.843259811401367,0.9660243652193037
98,-5.0,2.9962711334228516,0.9656765964478247
99,-3.0,3.033381462097168,0.9653289528731034
100,-4.0,2.749691963195801,0.964981434450069
101,-3.0,0.15625,0.9646340411336669
102,-4.0,0.09375,0.9642867728788588
103,-2.0,0.046875,0.9639396296406224
104,-3.0,0.03125,0.9635926113739518
105,-4.0,0.078125,0.9632457180338572
106,-3.0,0.203125,0.9628989495753649
107,-2.0,0.109375,0.9625523059535178
108,-3.0,0.171875,0.9622057871233746
109,-3.0,0.046875,0.9618593930400101
110,-4.0,0.078125,0.9615131236585157
111,-5.0,0.078125,0.9611669789339986
112,-1.0,0.046875,0.9608209588215824
113,-5.0,0.046875,0.9604750632764065
114,-1.0,0.109375,0.960129292253627
115,-3.0,0.15625,0.9597836457084157
116,-4.0,0.171875,0.9594381235959606
117,-5.0,0.1875,0.959092725871466
118,-3.0,0.125,0.9587474524901523
119,-4.0,0.109375,0.9584023034072557
120,-3.0,0.0,0.9580572785780291
121,-4.0,0.15625,0.957712377957741
122,-4.0,0.140625,0.9573676015016762
123,-3.0,0.15625,0.9570229491651356
124,-5.0,0.09375,0.9566784209034361
125,-3.0,0.078125,0.9563340166719109
126,-4.0,0.046875,0.955989736425909
127,1.0,0.125,0.9556455801207957
128,-2.0,0.109375,0.9553015477119522
129,-2.0,0.046875,0.9549576391547758
130,-3.0,0.09375,0.95461385440468
131,-4.0,0.09375,0.9542701934170943
132,-4.0,0.078125,0.9539266561474641
133,-3.0,0.109375,0.9535832425512509
134,-5.0,0.140625,0.9532399525839325
135,-3.0,0.109375,0.9528967862010023
136,-4.0,0.109375,0.9525537433579698
137,-4.0,0.015625,0.952210824010361
138,-3.0,0.109375,0.9518680281137172
139,-4.0,0.09375,0.9515253556235962
140,-2.0,0.09375,0.9511828064955716
141,-3.0,0.109375,0.9508403806852332
142,-2.0,0.109375,0.9504980781481865
143,-5.0,0.109375,0.9501558988400531
144,-5.0,0.0625,0.9498138427164707
145,0.0,0.0625,0.9494719097330928
146,-3.0,0.125,0.9491300998455888
147,-3.0,0.125,0.9487884130096443
148,-4.0,0.109375,0.9484468491809609
149,-3.0,0.109375,0.9481054083152557
150,-4.0,0.0625,0.9477640903682621
151,-3.0,0.09375,0.9474228952957295
152,-2.0,0.125,0.947081823053423
153,-3.0,0.140625,0.9467408735971238
154,-2.0,0.046875,0.9464000468826288
155,-4.0,0.09375,0.946059342865751
156,-4.0,0.09375,0.9457187615023193
157,-2.0,0.078125,0.9453783027481784
158,-5.0,0.09375,0.945037966559189
159,-5.0,0.140625,0.9446977528912277
160,-5.0,0.21875,0.9443576617001869
161,-2.0,0.09375,0.9440176929419748
162,-3.0,0.109375,0.9436778465725156
163,-4.0,0.109375,0.9433381225477495
164,-3.0,0.03125,0.9429985208236323
165,-3.0,0.15625,0.9426590413561358
166,-5.0,0.21875,0.9423196841012476
167,-4.0,0.109375,0.9419804490149711
168,3.0,0.15625,0.9416413360533257
169,-4.0,0.140625,0.9413023451723465
170,2.0,0.125,0.9409634763280844
171,-5.0,0.109375,0.9406247294766062
172,-5.0,0.125,0.9402861045739946
173,-4.0,0.140625,0.9399476015763479
174,-5.0,0.15625,0.9396092204397805
175,-2.0,0.09375,0.9392709611204221
176,-2.0,0.078125,0.9389328235744187
177,-3.0,0.109375,0.9385948077579318
178,-5.0,0.109375,0.9382569136271389
179,-2.0,0.15625,0.9379191411382332
180,-3.0,0.21875,0.9375814902474233
181,-5.0,0.109375,0.9372439609109342
182,-3.0,0.109375,0.9369065530850063
183,-2.0,0.015625,0.9365692667258956
184,-4.0,0.03125,0.9362321017898743
185,-4.0,0.125,0.9358950582332298
186,-2.0,0.0625,0.9355581360122658
187,-4.0,0.140625,0.9352213350833013
188,-3.0,0.09375,0.9348846554026713
189,-5.0,0.1875,0.9345480969267264
190,-3.0,0.125,0.9342116596118327
191,-5.0,0.0625,0.9338753434143724
192,-1.0,0.125,0.9335391482907432
193,-5.0,0.171875,0.9332030741973586
194,1.0,0.140625,0.9328671210906475
195,-5.0,0.171875,0.9325312889270548
196,-5.0,0.140625,0.9321955776630411
197,-4.0,0.109375,0.9318599872550823
198,-1.0,0.109375,0.9315245176596705
199,-2.0,0.125,0.9311891688333129
200,-3.0,0.15625,0.9308539407325329
201,-4.0,0.09375,0.9305188333138692
202,-2.0,0.078125,0.9301838465338762
203,-2.0,0.109375,0.929848980349124
204,-2.0,0.171875,0.9295142347161983
205,-3.0,0.0625,0.9291796095917004
206,-3.0,0.109375,0.9288451049322474
207,-2.0,0.0625,0.9285107206944717
208,-3.0,0.03125,0.9281764568350217
209,-4.0,0.109375,0.9278423133105611
210,-4.0,0.140625,0.9275082900777692
211,-4.0,0.125,0.9271743870933412
212,-2.0,0.109375,0.9268406043139876
213,-2.0,0.09375,0.9265069416964345
214,-4.0,0.1875,0.9261733991974238
215,-3.0,0.21875,0.9258399767737127
216,-3.0,0.1875,0.9255066743820741
217,-2.0,0.203125,0.9251734919792965
218,-4.0,0.125,0.9248404295221839
219,-4.0,0.140625,0.9245074869675559
220,-5.0,0.203125,0.9241746642722476
221,-5.0,0.078125,0.9238419613931096
222,-3.0,0.15625,0.9235093782870081
223,-4.0,0.140625,0.9231769149108248
224,-4.0,0.09375,0.9228445712214568
225,-4.0,0.109375,0.9225123471758171
226,-3.0,0.15625,0.9221802427308338
227,-4.0,0.09375,0.9218482578434506
228,-3.0,0.125,0.9215163924706269
229,-2.0,0.09375,0.9211846465693374
230,-2.0,0.125,0.9208530200965724
231,-5.0,0.015625,0.9205215130093376
232,-3.0,0.15625,0.9201901252646543
233,-4.0,0.09375,0.9198588568195589
234,-3.0,0.078125,0.9195277076311038
235,-3.0,0.15625,0.9191966776563566
236,-2.0,0.109375,0.9188657668524003
237,-5.0,0.125,0.9185349751763334
238,-3.0,0.03125,0.91820430258527
239,-1.0,0.078125,0.9178737490363392
240,-2.0,0.109375,0.9175433144866861
241,-5.0,0.15625,0.9172129988934709
242,-3.0,0.078125,0.9168828022138692
243,-2.0,0.140625,0.9165527244050722
244,-3.0,0.0625,0.9162227654242864
245,-4.0,0.109375,0.9158929252287336
246,-2.0,0.203125,0.9155632037756511
247,-5.0,0.109375,0.9152336010222919
248,-5.0,0.109375,0.9149041169259239
249,-3.0,0.15625,0.9145747514438305
250,-3.0,0.0625,0.9142455045333107
251,-3.0,0.15625,0.9139163761516786
252,-1.0,0.03125,0.913587366256264
253,-5.0,0.125,0.9132584748044117
254,-3.0,0.109375,0.9129297017534821
255,-1.0,0.109375,0.9126010470608508
256,-3.0,0.125,0.9122725106839088
257,-4.0,0.046875,0.9119440925800626
258,-3.0,0.09375,0.9116157927067338
259,-4.0,0.09375,0.9112876110213594
260,-3.0,0.0625,0.9109595474813916
261,-5.0,0.078125,0.9106316020442983
262,-2.0,0.109375,0.9103037746675623
263,-2.0,0.125,0.9099760653086819
264,-3.0,0.078125,0.9096484739251708
265,-3.0,0.0,0.9093210004745577
266,-3.0,0.15625,0.9089936449143868
267,-3.0,0.125,0.9086664072022176
268,-5.0,0.109375,0.9083392872956247
269,-4.0,0.09375,0.9080122851521983
270,-4.0,0.171875,0.9076854007295435
271,-5.0,0.09375,0.9073586339852808
272,-5.0,0.125,0.9070319848770461
273,-3.0,0.09375,0.9067054533624903
274,-2.0,0.15625,0.9063790393992798
275,-3.0,0.0625,0.906052742945096
276,-2.0,0.078125,0.9057265639576357
277,-5.0,0.078125,0.905400502394611
278,-5.0,0.0625,0.9050745582137489
279,-1.0,0.1875,0.904748731372792
280,-5.0,0.125,0.9044230218294977
281,-2.0,0.0625,0.9040974295416391
282,-3.0,0.15625,0.9037719544670041
283,-2.0,0.109375,0.903446596563396
284,-4.0,0.03125,0.9031213557886332
285,-4.0,0.125,0.9027962321005493
286,-3.0,0.1875,0.9024712254569931
287,-1.0,0.109375,0.9021463358158286
288,-5.0,0.125,0.9018215631349349
289,-5.0,0.109375,0.9014969073722063
290,-4.0,0.09375,0.9011723684855523
291,-4.0,0.09375,0.9008479464328975
292,-5.0,0.125,0.9005236411721815
293,-2.0,0.109375,0.9001994526613595
294,-2.0,0.140625,0.8998753808584014
295,-5.0,0.109375,0.8995514257212923
296,-4.0,0.125,0.8992275872080326
297,-5.0,0.0625,0.8989038652766377
298,-5.0,0.078125,0.8985802598851381
299,-2.0,0.109375,0.8982567709915794
300,-5.0,0.15625,0.8979333985540224
301,-5.0,0.078125,0.8976101425305429
302,-4.0,0.125,0.8972870028792319
303,-1.0,0.140625,0.8969639795581954
304,-1.0,0.171875,0.8966410725255545
305,-1.0,0.140625,0.8963182817394453
306,-5.0,0.140625,0.8959956071580191
307,-2.0,0.140625,0.8956730487394422
308,-4.0,0.109375,0.895350606441896
309,-1.0,0.109375,0.8950282802235769
310,-4.0,0.109375,0.8947060700426964
311,-5.0,0.140625,0.894383975857481
312,-4.0,0.078125,0.8940619976261722
313,-4.0,0.140625,0.8937401353070268
314,-1.0,0.3125,0.8934183888583163
315,-2.0,0.078125,0.8930967582383272
316,-5.0,0.125,0.8927752434053614
317,-5.0,0.03125,0.8924538443177354
318,-1.0,0.109375,0.892132560933781
319,-4.0,0.140625,0.8918113932118449
320,0.0,0.125,0.8914903411102886
321,-4.0,0.09375,0.8911694045874888
322,0.0,0.09375,0.8908485836018373
323,-3.0,0.0625,0.8905278781117406
324,-3.0,0.078125,0.8902072880756203
325,-3.0,0.1875,0.8898868134519131
326,-5.0,0.109375,0.8895664541990704
327,-3.0,0.125,0.8892462102755587
328,-3.0,0.0625,0.8889260816398595
329,0.0,0.0625,0.8886060682504692
330,-4.0,0.09375,0.8882861700658989
331,-4.0,0.109375,0.8879663870446752
332,-3.0,0.1875,0.8876467191453391
333,-5.0,0.15625,0.8873271663264467
334,-3.0,0.125,0.8870077285465692
335,-3.0,0.0625,0.8866884057642924
336,-4.0,0.15625,0.8863691979382172
337,0.0,0.0625,0.8860501050269595
338,-4.0,0.125,0.8857311269891497
339,-1.0,0.140625,0.8854122637834335
340,-2.0,0.015625,0.8850935153684715
341,-3.0,0.125,0.8847748817029388
342,-4.0,0.0625,0.8844563627455257
343,1.0,0.078125,0.8841379584549374
344,0.0,0.1875,0.8838196687898936
345,-4.0,0.046875,0.8835014937091292
346,-3.0,0.125,0.8831834331713939
347,-2.0,0.1875,0.8828654871354522
348,-2.0,0.140625,0.8825476555600834
349,-2.0,0.0625,0.8822299384040817
350,-5.0,0.046875,0.8819123356262563
351,-2.0,0.109375,0.8815948471854308
352,-4.0,0.09375,0.881277473040444
353,-2.0,0.140625,0.8809602131501494
354,-4.0,0.09375,0.8806430674734153
355,-3.0,0.140625,0.8803260359691248
356,-4.0,0.078125,0.8800091185961759
357,-5.0,0.09375,0.8796923153134812
358,-4.0,0.125,0.8793756260799683
359,-3.0,0.0625,0.8790590508545795
360,-3.0,0.09375,0.8787425895962718
361,-3.0,0.125,0.8784262422640171
362,-4.0,0.09375,0.878110008816802
363,-4.0,0.09375,0.8777938892136279
364,-2.0,0.0625,0.877477883413511
365,-3.0,0.09375,0.8771619913754821
366,-5.0,0.078125,0.8768462130585869
367,-3.0,0.140625,0.8765305484218858
368,-1.0,0.140625,0.876214997424454
369,-5.0,0.1875,0.8758995600253812
370,-4.0,0.09375,0.875584236183772
371,-4.0,0.375,0.8752690258587459
372,-4.0,0.109375,0.8749539290094367
373,-1.0,0.0625,0.8746389455949932
374,-1.0,0.0625,0.874324075574579
375,-4.0,0.171875,0.8740093189073722
376,-5.0,0.125,0.8736946755525655
377,-4.0,0.0625,0.8733801454693666
378,-4.0,0.078125,0.8730657286169976
379,-2.0,0.109375,0.8727514249546955
380,-3.0,0.078125,0.8724372344417117
381,-3.0,0.140625,0.8721231570373127
382,-3.0,0.078125,0.8718091927007793
383,-2.0,0.125,0.8714953413914069
384,-3.0,0.109375,0.871181603068506
385,-3.0,0.109375,0.8708679776914013
386,-4.0,0.03125,0.8705544652194324
387,-5.0,0.0625,0.8702410656119534
388,-3.0,0.140625,0.869927778828333
389,-5.0,0.15625,0.8696146048279548
390,-5.0,0.171875,0.8693015435702167
391,-2.0,0.15625,0.8689885950145314
392,-4.0,0.109375,0.8686757591203261
393,0.0,0.109375,0.8683630358470428
394,-5.0,0.0625,0.8680504251541378
395,-4.0,0.078125,0.8677379270010822
396,-4.0,0.078125,0.8674255413473618
397,-3.0,0.15625,0.8671132681524768
398,-3.0,0.109375,0.8668011073759418
399,-1.0,0.078125,0.8664890589772865
400,-4.0,0.140625,0.8661771229160546
401,-1.0,0.09375,0.8658652991518049
402,-2.0,0.109375,0.8655535876441102
403,-3.0,0.109375,0.8652419883525583
404,-3.0,0.09375,0.8649305012367513
405,-3.0,0.125,0.8646191262563061
406,-3.0,0.046875,0.8643078633708539
407,-2.0,0.140625,0.8639967125400403
408,-2.0,0.125,0.8636856737235259
409,-5.0,0.03125,0.8633747468809854
410,-2.0,0.125,0.8630639319721082
411,-4.0,0.140625,0.8627532289565982
412,-4.0,0.015625,0.8624426377941738
413,-3.0,0.15625,0.8621321584445679
414,-2.0,0.15625,0.8618217908675279
415,-5.0,0.046875,0.8615115350228155
416,-5.0,0.171875,0.8612013908702073
417,-4.0,0.078125,0.860891358369494
418,0.0,0.125,0.860581437480481
419,-3.0,0.109375,0.860271628162988
420,-2.0,0.078125,0.8599619303768493
421,-3.0,0.078125,0.8596523440819136
422,-2.0,0.15625,0.859342869238044
423,-4.0,0.125,0.8590335058051183
424,-3.0,0.09375,0.8587242537430284
425,-5.0,0.109375,0.8584151130116809
426,-3.0,0.078125,0.8581060835709967
427,-4.0,0.125,0.8577971653809111
428,-4.0,0.078125,0.8574883584013739
429,-3.0,0.09375,0.8571796625923495
430,-4.0,0.140625,0.8568710779138162
431,-4.0,0.078125,0.8565626043257673
432,-4.0,0.0625,0.85625424178821
433,-3.0,0.09375,0.8559459902611662
434,-3.0,0.0625,0.8556378497046722
435,-1.0,0.140625,0.8553298200787784
436,-2.0,0.109375,0.85502190134355
437,-5.0,0.109375,0.8547140934590663
438,-5.0,0.09375,0.854406396385421
439,-2.0,0.078125,0.8540988100827223
440,-2.0,0.125,0.8537913345110925
441,-3.0,0.046875,0.8534839696306684
442,-3.0,0.125,0.8531767154016013
443,-3.0,0.140625,0.8528695717840568
444,-3.0,0.140625,0.8525625387382145
445,-5.0,0.125,0.8522556162242687
446,-3.0,0.109375,0.8519488042024279
447,-5.0,0.109375,0.8516421026329151
448,-3.0,0.03125,0.8513355114759672
449,-4.0,0.140625,0.8510290306918358
450,-5.0,0.15625,0.8507226602407867
451,-2.0,0.140625,0.8504164000830999
452,-4.0,0.109375,0.85011025017907
453,0.0,0.078125,0.8498042104890056
454,-4.0,0.109375,0.8494982809732295
455,0.0,0.125,0.8491924615920792
456,-4.0,0.09375,0.848886752305906
457,-3.0,0.109375,0.8485811530750759
458,-3.0,0.109375,0.8482756638599688
459,-3.0,0.109375,0.8479702846209791
460,-2.0,0.09375,0.8476650153185156
461,-2.0,0.09375,0.8473598559130009
462,-4.0,0.40625,0.8470548063648722
463,-3.0,0.109375,0.8467498666345809
464,-5.0,0.125,0.8464450366825924
465,-2.0,0.09375,0.8461403164693867
466,-2.0,0.171875,0.8458357059554577
467,-5.0,0.09375,0.8455312051013136
468,-3.0,0.0625,0.8452268138674771
469,-1.0,0.171875,0.8449225322144848
470,-5.0,0.125,0.8446183601028875
471,-3.0,0.109375,0.8443142974932504
472,-3.0,0.203125,0.8440103443461527
473,-3.0,0.078125,0.8437065006221881
474,-1.0,0.078125,0.8434027662819641
475,-5.0,0.125,0.8430991412861025
476,-1.0,0.203125,0.8427956255952395
477,-4.0,0.15625,0.8424922191700251
478,-2.0,0.09375,0.8421889219711239
479,-2.0,0.109375,0.8418857339592143
480,-2.0,0.046875,0.841582655094989
481,-5.0,0.1875,0.8412796853391548
482,-3.0,0.109375,0.8409768246524326
483,-5.0,0.171875,0.8406740729955577
484,-5.0,0.171875,0.8403714303292793
485,-4.0,0.078125,0.8400688966143607
486,-4.0,0.09375,0.8397664718115795
487,-4.0,0.09375,0.8394641558817273
488,-3.0,0.125,0.8391619487856099
489,-4.0,0.125,0.8388598504840471
490,-5.0,0.078125,0.8385578609378728
491,-3.0,0.140625,0.8382559801079351
492,-2.0,0.078125,0.8379542079550962
493,-4.0,0.140625,0.8376525444402324
494,-5.0,0.078125,0.8373509895242339
495,-3.0,0.109375,0.8370495431680052
496,-4.0,0.109375,0.8367482053324646
497,-2.0,0.171875,0.8364469759785449
498,-5.0,0.171875,0.8361458550671926
499,-5.0,0.09375,0.8358448425593684
500,-3.0,0.09375,0.835543938416047
501,-3.0,0.078125,0.8352431425982172
502,-2.0,0.046875,0.8349424550668818
503,-2.0,0.09375,0.8346418757830577
504,-5.0,0.09375,0.8343414047077757
505,-3.0,0.078125,0.8340410418020809
506,-4.0,0.125,0.8337407870270321
507,-2.0,0.015625,0.8334406403437024
508,-5.0,0.171875,0.8331406017131786
509,-1.0,0.109375,0.8328406710965618
510,-4.0,0.078125,0.832540848454967
511,-3.0,0.109375,0.8322411337495232
512,-4.0,0.046875,0.8319415269413734
513,-3.0,0.125,0.8316420279916744
514,-5.0,0.109375,0.8313426368615974
515,-3.0,0.140625,0.8310433535123272
516,-5.0,0.09375,0.8307441779050627
517,-4.0,0.046875,0.8304451100010168
518,-3.0,0.125,0.8301461497614164
519,-3.0,0.09375,0.8298472971475023
520,-4.0,0.09375,0.8295485521205291
521,-5.0,0.046875,0.8292499146417657
522,-3.0,0.0625,0.8289513846724946
523,0.0,0.1875,0.8286529621740125
524,-2.0,0.171875,0.8283546471076298
525,-4.0,0.15625,0.8280564394346711
526,-5.0,0.015625,0.8277583391164746
527,-5.0,0.0625,0.8274603461143926
528,-3.0,0.109375,0.8271624603897914
529,-4.0,0.0625,0.826864681904051
530,-4.0,0.078125,0.8265670106185655
531,-4.0,0.09375,0.8262694464947428
532,-1.0,0.0625,0.8259719894940046
533,-3.0,0.171875,0.8256746395777868
534,-1.0,0.078125,0.8253773967075387
535,-4.0,0.09375,0.825080260844724
536,-4.0,0.046875,0.8247832319508198
537,-2.0,0.078125,0.8244863099873175
538,-2.0,0.203125,0.8241894949157221
539,-4.0,0.015625,0.8238927866975525
540,-4.0,0.046875,0.8235961852943413
541,-3.0,0.046875,0.8232996906676353
542,-3.0,0.15625,0.8230033027789949
543,-4.0,0.140625,0.8227070215899944
544,-4.0,0.0625,0.822410847062222
545,0.0,0.078125,0.8221147791572796
546,-2.0,0.09375,0.8218188178367829
547,-5.0,0.109375,0.8215229630623616
548,-5.0,0.0625,0.8212272147956592
549,0.0,0.140625,0.8209315729983327
550,-4.0,0.09375,0.8206360376320533
551,-3.0,0.078125,0.8203406086585058
552,-3.0,0.078125,0.8200452860393886
553,-3.0,0.15625,0.8197500697364144
554,-1.0,0.15625,0.8194549597113092
555,-5.0,0.140625,0.8191599559258131
556,-1.0,0.15625,0.8188650583416798
557,-4.0,0.171875,0.8185702669206767
558,-2.0,0.09375,0.8182755816245852
559,-3.0,0.109375,0.8179810024152003
560,-4.0,0.1875,0.8176865292543308
561,-4.0,0.078125,0.8173921621037993
562,-2.0,0.140625,0.8170979009254419
563,-4.0,0.078125,0.8168037456811087
564,-4.0,0.109375,0.8165096963326635
565,-1.0,0.078125,0.8162157528419837
566,-3.0,0.046875,0.8159219151709606
567,-4.0,0.09375,0.815628183281499
568,-3.0,0.09375,0.8153345571355176
569,-3.0,0.0625,0.8150410366949488
570,-2.0,0.046875,0.8147476219217386
571,-5.0,0.09375,0.8144543127778467
572,-3.0,0.09375,0.8141611092252466
573,-5.0,0.125,0.8138680112259256
574,-5.0,0.21875,0.8135750187418842
575,-4.0,0.109375,0.8132821317351371
576,-2.0,0.078125,0.8129893501677125
577,-3.0,0.109375,0.812696674001652
578,-4.0,0.15625,0.8124041031990114
579,-4.0,0.03125,0.8121116377218597
580,-4.0,0.09375,0.8118192775322798
581,-3.0,0.1875,0.8115270225923681
582,-3.0,0.15625,0.8112348728642348
583,-5.0,0.078125,0.8109428283100036
584,-5.0,0.078125,0.810650888891812
585,-2.0,0.125,0.8103590545718109
586,-2.0,0.078125,0.8100673253121651
587,-3.0,0.109375,0.8097757010750527
588,-4.0,0.125,0.8094841818226657
589,-3.0,0.078125,0.8091927675172095
590,-2.0,0.171875,0.8089014581209033
591,-3.0,0.078125,0.8086102535959797
592,-1.0,0.125,0.8083191539046851
593,-2.0,0.078125,0.8080281590092794
594,-2.0,0.125,0.807737268872036
595,-4.0,0.09375,0.8074464834552421
596,-4.0,0.1875,0.8071558027211981
597,-4.0,0.078125,0.8068652266322185
598,-2.0,0.109375,0.8065747551506308
599,-4.0,0.0625,0.8062843882387766
600,-3.0,0.109375,0.8059941258590106
601,-2.0,0.09375,0.8057039679737014
602,-2.0,0.140625,0.8054139145452308
603,-4.0,0.125,0.8051239655359945
604,-3.0,0.078125,0.8048341209084016
605,-2.0,0.125,0.8045443806248745
606,-3.0,0.078125,0.8042547446478495
607,-3.0,0.09375,0.8039652129397763
608,-3.0,0.0625,0.8036757854631179
609,1.0,0.078125,0.8033864621803511
610,-3.0,0.109375,0.8030972430539662
611,-4.0,0.078125,0.8028081280464668
612,-2.0,0.09375,0.80251911712037
613,-1.0,0.09375,0.8022302102382067
614,-3.0,0.0625,0.801941407362521
615,-2.0,0.15625,0.8016527084558704
616,-4.0,0.109375,0.8013641134808263
617,-4.0,0.078125,0.8010756223999731
618,-5.0,0.0625,0.8007872351759091
619,-5.0,0.109375,0.8004989517712457
620,-2.0,0.140625,0.800210772148608
621,-5.0,0.09375,0.7999226962706345
622,-3.0,0.09375,0.799634724099977
623,-4.0,0.15625,0.7993468555993011
624,-3.0,0.078125,0.7990590907312853
625,-2.0,0.09375,0.798771429458622
626,-3.0,0.09375,0.7984838717440169
627,-4.0,0.140625,0.798196417550189
628,-2.0,0.09375,0.797909066839871
629,-3.0,0.09375,0.7976218195758086
630,-4.0,0.078125,0.7973346757207612
631,-4.0,0.140625,0.7970476352375018
632,-3.0,0.078125,0.7967606980888162
633,-2.0,0.109375,0.7964738642375042
634,-3.0,0.109375,0.7961871336463787
635,1.0,0.078125,0.795900506278266
636,-5.0,0.09375,0.7956139820960059
637,-4.0,0.140625,0.7953275610624513
638,-2.0,0.078125,0.7950412431404688
639,-3.0,0.125,0.7947550282929382
640,-4.0,0.078125,0.7944689164827528
641,0.0,0.0625,0.794182907672819
642,-3.0,0.109375,0.7938970018260567
643,1.0,0.0625,0.7936111989053993
644,-2.0,0.09375,0.7933254988737933
645,-5.0,0.0625,0.7930399016941988
646,-1.0,0.125,0.7927544073295889
647,-4.0,0.171875,0.7924690157429503
648,-4.0,0.1875,0.7921837268972828
649,-4.0,0.078125,0.7918985407555997
650,-4.0,0.109375,0.7916134572809277
651,-4.0,0.046875,0.7913284764363065
652,-3.0,0.015625,0.7910435981847894
653,-5.0,0.125,0.7907588224894428
654,-2.0,0.078125,0.7904741493133466
655,-4.0,0.03125,0.7901895786195937
656,-5.0,0.171875,0.7899051103712906
657,1.0,0.140625,0.789620744531557
658,-2.0,0.09375,0.7893364810635256
