episodes,Average Reward
75380,-0.83
75390,-0.81
75400,-0.76
75410,-0.72
75420,-0.76
75430,-0.73
75440,-0.64
75450,-0.6
75460,-0.53
75470,-0.41
75480,-0.4
75490,-0.4
75500,-0.43
75510,-0.4
75520,-0.41
75530,-0.33
75540,-0.4
75550,-0.47
75560,-0.57
75570,-0.73
75580,-0.74
75590,-0.72
75600,-0.68
75610,-0.67
75620,-0.67
75630,-0.76
75640,-0.69
75650,-0.62
75660,-0.6
75670,-0.47
75680,-0.36
75690,-0.43
75700,-0.43
75710,-0.42
75720,-0.32
75730,-0.3
75740,-0.3
75750,-0.38
75760,-0.36
75770,-0.44
75780,-0.49
75790,-0.52
75800,-0.47
75810,-0.48
75820,-0.57
75830,-0.53
75840,-0.51
75850,-0.42
75860,-0.43
75870,-0.43
75880,-0.45
75890,-0.29
75900,-0.34
75910,-0.38
75920,-0.3
75930,-0.32
75940,-0.34
75950,-0.35
75960,-0.33
75970,-0.32
75980,-0.32
75990,-0.39
76000,-0.32
76010,-0.23
76020,-0.32
76030,-0.25
76040,-0.3
76050,-0.34
76060,-0.37
76070,-0.4
76080,-0.43
76090,-0.38
76100,-0.33
76110,-0.37
76120,-0.34
76130,-0.39
76140,-0.29
76150,-0.32
76160,-0.32
76170,-0.33
76180,-0.34
76190,-0.38
76200,-0.48
76210,-0.47
76220,-0.42
76230,-0.45
76240,-0.54
76250,-0.53
76260,-0.54
76270,-0.52
76280,-0.43
76290,-0.44
76300,-0.41
76310,-0.46
76320,-0.44
76330,-0.4
76340,-0.41
76350,-0.29
76360,-0.23
76370,-0.24
76380,-0.26
76390,-0.29
76400,-0.28
76410,-0.33
76420,-0.43
76430,-0.44
76440,-0.48
76450,-0.55
76460,-0.65
76470,-0.65
76480,-0.65
76490,-0.49
76500,-0.53
76510,-0.46
76520,-0.43
76530,-0.53
76540,-0.52
76550,-0.63
76560,-0.64
76570,-0.61
76580,-0.68
76590,-0.83
76600,-0.84
76610,-0.89
76620,-0.91
76630,-0.91
76640,-0.85
76650,-0.8
76660,-0.82
76670,-0.79
76680,-0.71
76690,-0.74
76700,-0.76
76710,-0.77
76720,-0.74
76730,-0.62
76740,-0.63
76750,-0.55
76760,-0.47
76770,-0.48
76780,-0.51
76790,-0.34
76800,-0.38
76810,-0.42
76820,-0.47
76830,-0.56
76840,-0.61
76850,-0.67
76860,-0.64
76870,-0.69
76880,-0.59
76890,-0.77
76900,-0.7
76910,-0.57
76920,-0.48
76930,-0.43
76940,-0.39
76950,-0.4
76960,-0.41
76970,-0.45
76980,-0.58
76990,-0.52
77000,-0.51
77010,-0.57
77020,-0.63
77030,-0.72
77040,-0.73
77050,-0.7
77060,-0.74
77070,-0.72
77080,-0.72
77090,-0.67
77100,-0.69
77110,-0.66
77120,-0.68
77130,-0.62
77140,-0.63
77150,-0.67
77160,-0.66
77170,-0.67
77180,-0.66
77190,-0.75
77200,-0.76
77210,-0.67
77220,-0.66
77230,-0.67
77240,-0.63
77250,-0.61
77260,-0.53
77270,-0.44
77280,-0.36
77290,-0.32
77300,-0.28
77310,-0.35
77320,-0.23
77330,-0.15
77340,-0.14
77350,-0.09
77360,-0.11
77370,-0.19
77380,-0.25
77390,-0.26
77400,-0.25
77410,-0.28
77420,-0.36
77430,-0.43
77440,-0.48
77450,-0.48
77460,-0.46
77470,-0.38
77480,-0.35
77490,-0.32
77500,-0.34
77510,-0.37
77520,-0.34
77530,-0.38
77540,-0.38
77550,-0.44
77560,-0.57
77570,-0.66
77580,-0.66
77590,-0.78
77600,-0.84
77610,-0.83
77620,-0.84
77630,-0.81
77640,-0.77
77650,-0.73
77660,-0.68
77670,-0.66
77680,-0.71
77690,-0.56
77700,-0.51
77710,-0.44
77720,-0.45
77730,-0.35
77740,-0.26
77750,-0.27
77760,-0.24
77770,-0.21
77780,-0.19
77790,-0.19
77800,-0.13
77810,-0.15
77820,-0.18
77830,-0.22
77840,-0.31
77850,-0.3
77860,-0.34
77870,-0.33
77880,-0.32
77890,-0.32
77900,-0.36
77910,-0.35
77920,-0.33
77930,-0.35
77940,-0.28
77950,-0.25
77960,-0.05
77970,-0.02
77980,-0.08
77990,-0.1
78000,-0.09
78010,-0.17
78020,-0.13
78030,-0.14
78040,-0.23
78050,-0.25
78060,-0.39
78070,-0.46
78080,-0.41
78090,-0.45
78100,-0.5
78110,-0.45
78120,-0.51
78130,-0.54
78140,-0.53
78150,-0.58
78160,-0.59
78170,-0.57
78180,-0.54
78190,-0.44
78200,-0.45
78210,-0.44
78220,-0.45
78230,-0.4
78240,-0.38
78250,-0.26
78260,-0.23
78270,-0.27
78280,-0.29
78290,-0.38
78300,-0.35
78310,-0.38
78320,-0.38
78330,-0.29
78340,-0.39
78350,-0.52
78360,-0.57
78370,-0.52
78380,-0.51
78390,-0.46
78400,-0.42
78410,-0.39
78420,-0.36
78430,-0.48
78440,-0.36
78450,-0.35
78460,-0.42
78470,-0.51
78480,-0.52
78490,-0.54
78500,-0.51
78510,-0.58
78520,-0.59
78530,-0.59
78540,-0.64
78550,-0.62
78560,-0.61
78570,-0.55
78580,-0.57
78590,-0.68
78600,-0.75
78610,-0.72
78620,-0.68
78630,-0.68
78640,-0.63
78650,-0.61
78660,-0.57
78670,-0.54
78680,-0.54
78690,-0.49
78700,-0.49
78710,-0.47
78720,-0.47
78730,-0.44
78740,-0.44
78750,-0.52
78760,-0.46
78770,-0.4
78780,-0.44
78790,-0.5
78800,-0.5
78810,-0.47
78820,-0.52
78830,-0.52
78840,-0.55
78850,-0.48
78860,-0.49
78870,-0.51
78880,-0.49
78890,-0.41
78900,-0.45
78910,-0.43
78920,-0.37
78930,-0.47
78940,-0.56
78950,-0.6
78960,-0.65
78970,-0.72
78980,-0.74
78990,-0.67
79000,-0.67
79010,-0.76
79020,-0.85
79030,-0.74
79040,-0.74
79050,-0.72
79060,-0.75
79070,-0.78
79080,-0.8
79090,-0.88
79100,-0.91
79110,-0.91
79120,-0.86
79130,-0.89
79140,-0.88
79150,-0.87
79160,-0.89
79170,-0.94
79180,-0.94
79190,-0.93
79200,-0.89
79210,-0.88
79220,-0.94
79230,-0.99
79240,-0.99
79250,-1.03
79260,-1.03
79270,-0.96
79280,-0.94
79290,-0.99
79300,-1.0
79310,-0.98
79320,-0.93
79330,-0.99
79340,-0.97
79350,-0.96
79360,-0.88
79370,-0.93
79380,-0.92
79390,-0.94
79400,-0.93
79410,-0.97
79420,-0.99
79430,-0.86
79440,-0.83
79450,-0.82
79460,-0.88
79470,-0.86
79480,-0.86
79490,-0.79
79500,-0.78
79510,-0.74
79520,-0.74
79530,-0.74
79540,-0.73
79550,-0.73
79560,-0.7
79570,-0.63
79580,-0.62
79590,-0.65
79600,-0.63
79610,-0.56
79620,-0.54
79630,-0.58
79640,-0.54
79650,-0.47
79660,-0.44
79670,-0.45
79680,-0.46
79690,-0.43
79700,-0.39
79710,-0.49
79720,-0.52
79730,-0.51
79740,-0.51
79750,-0.52
79760,-0.49
79770,-0.49
79780,-0.5
79790,-0.41
79800,-0.38
79810,-0.19
79820,-0.11
79830,-0.03
79840,-0.09
79850,-0.08
79860,-0.08
79870,-0.05
79880,0.06
79890,-0.01
79900,0.02
79910,-0.1
79920,-0.12
79930,-0.13
79940,-0.12
79950,-0.15
79960,-0.17
79970,-0.16
79980,-0.19
79990,-0.19
80000,-0.27
80010,-0.21
80020,-0.16
80030,-0.15
80040,-0.14
80050,-0.15
80060,-0.21
80070,-0.25
80080,-0.29
80090,-0.32
80100,-0.3
80110,-0.41
80120,-0.55
80130,-0.61
80140,-0.61
80150,-0.61
80160,-0.59
80170,-0.58
80180,-0.58
80190,-0.52
80200,-0.62
80210,-0.63
80220,-0.59
80230,-0.58
80240,-0.55
80250,-0.61
80260,-0.61
80270,-0.67
80280,-0.63
80290,-0.65
80300,-0.65
80310,-0.67
80320,-0.67
80330,-0.69
80340,-0.75
80350,-0.71
80360,-0.66
80370,-0.71
80380,-0.78
80390,-0.86
80400,-0.8
80410,-0.8
80420,-0.82
80430,-0.83
80440,-0.79
80450,-0.74
80460,-0.81
80470,-0.71
80480,-0.64
80490,-0.59
80500,-0.6
80510,-0.48
80520,-0.36
80530,-0.33
80540,-0.25
80550,-0.24
80560,-0.13
80570,-0.11
80580,-0.14
80590,-0.12
80600,-0.06
80610,-0.14
80620,-0.19
80630,-0.22
80640,-0.21
80650,-0.17
80660,-0.19
80670,-0.1
80680,0.0
80690,-0.01
80700,-0.04
80710,-0.02
80720,-0.01
80730,-0.04
80740,-0.11
80750,-0.17
80760,-0.18
80770,-0.3
80780,-0.28
80790,-0.3
80800,-0.13
80810,-0.09
80820,-0.11
80830,-0.07
80840,-0.02
80850,-0.1
80860,-0.06
80870,0.06
80880,-0.06
80890,0.0
80900,-0.17
80910,-0.14
80920,-0.13
80930,-0.07
80940,-0.16
80950,-0.03
80960,-0.11
80970,-0.21
80980,-0.19
80990,-0.23
81000,-0.16
81010,-0.26
81020,-0.16
81030,-0.23
81040,-0.15
81050,-0.17
81060,-0.18
81070,-0.19
81080,-0.16
81090,-0.09
81100,-0.15
81110,-0.16
81120,-0.24
81130,-0.19
81140,-0.23
81150,-0.28
81160,-0.26
81170,-0.29
81180,-0.3
81190,-0.4
81200,-0.36
81210,-0.29
81220,-0.33
81230,-0.34
81240,-0.29
81250,-0.27
81260,-0.37
81270,-0.38
81280,-0.48
81290,-0.49
81300,-0.54
81310,-0.62
81320,-0.66
81330,-0.69
81340,-0.79
81350,-0.81
81360,-0.76
81370,-0.67
81380,-0.6
81390,-0.57
81400,-0.61
81410,-0.63
81420,-0.64
81430,-0.69
81440,-0.68
81450,-0.68
81460,-0.66
81470,-0.66
81480,-0.71
81490,-0.75
81500,-0.8
81510,-0.82
81520,-0.8
81530,-0.82
81540,-0.85
81550,-0.91
81560,-0.86
81570,-0.99
81580,-1.06
81590,-1.04
81600,-0.99
81610,-0.92
81620,-0.89
81630,-0.91
81640,-0.93
81650,-0.95
81660,-0.98
81670,-0.96
81680,-0.81
81690,-0.81
81700,-0.75
81710,-0.75
81720,-0.73
81730,-0.59
81740,-0.51
81750,-0.35
81760,-0.36
81770,-0.23
81780,-0.25
81790,-0.12
81800,-0.19
81810,-0.22
81820,-0.27
81830,-0.36
81840,-0.31
81850,-0.39
81860,-0.37
81870,-0.37
81880,-0.31
81890,-0.26
81900,-0.26
81910,-0.25
81920,-0.23
81930,-0.19
81940,-0.22
81950,-0.22
81960,-0.21
81970,-0.33
81980,-0.39
81990,-0.58
82000,-0.57
82010,-0.51
82020,-0.51
82030,-0.41
82040,-0.42
82050,-0.41
82060,-0.47
82070,-0.45
82080,-0.55
82090,-0.56
82100,-0.62
82110,-0.65
82120,-0.7
82130,-0.86
82140,-0.93
82150,-1.0
82160,-1.01
82170,-0.96
82180,-0.89
82190,-0.83
82200,-0.78
82210,-0.85
82220,-0.84
82230,-0.8
82240,-0.83
82250,-0.79
82260,-0.74
82270,-0.76
82280,-0.78
82290,-0.77
82300,-0.76
82310,-0.69
82320,-0.68
82330,-0.64
82340,-0.65
82350,-0.64
82360,-0.7
82370,-0.73
82380,-0.73
82390,-0.72
82400,-0.67
82410,-0.71
82420,-0.63
82430,-0.63
82440,-0.58
82450,-0.61
82460,-0.59
82470,-0.6
82480,-0.53
82490,-0.61
82500,-0.63
82510,-0.6
82520,-0.72
82530,-0.77
82540,-0.74
82550,-0.69
82560,-0.68
82570,-0.66
82580,-0.68
82590,-0.64
82600,-0.71
82610,-0.67
82620,-0.57
82630,-0.54
82640,-0.56
82650,-0.5
82660,-0.49
82670,-0.48
82680,-0.47
82690,-0.37
82700,-0.3
82710,-0.31
82720,-0.38
82730,-0.4
82740,-0.4
82750,-0.45
82760,-0.41
82770,-0.39
82780,-0.43
82790,-0.52
82800,-0.5
82810,-0.49
82820,-0.44
82830,-0.42
82840,-0.39
82850,-0.35
82860,-0.34
82870,-0.31
82880,-0.38
82890,-0.37
82900,-0.39
82910,-0.3
82920,-0.31
82930,-0.36
82940,-0.33
82950,-0.36
82960,-0.37
82970,-0.42
82980,-0.31
82990,-0.32
83000,-0.36
83010,-0.55
83020,-0.61
83030,-0.61
83040,-0.58
83050,-0.65
83060,-0.64
83070,-0.61
83080,-0.63
83090,-0.6
83100,-0.55
83110,-0.49
83120,-0.48
83130,-0.46
83140,-0.48
83150,-0.41
83160,-0.39
83170,-0.4
83180,-0.42
83190,-0.47
83200,-0.48
83210,-0.52
83220,-0.49
83230,-0.39
83240,-0.4
83250,-0.41
83260,-0.42
83270,-0.43
83280,-0.35
83290,-0.31
83300,-0.3
83310,-0.27
83320,-0.29
83330,-0.34
83340,-0.4
83350,-0.33
83360,-0.35
83370,-0.33
83380,-0.35
83390,-0.34
83400,-0.39
83410,-0.36
83420,-0.35
83430,-0.41
83440,-0.42
83450,-0.53
83460,-0.44
83470,-0.47
83480,-0.51
83490,-0.49
83500,-0.48
83510,-0.49
83520,-0.41
83530,-0.41
83540,-0.43
83550,-0.46
83560,-0.6
83570,-0.59
83580,-0.61
83590,-0.67
83600,-0.65
83610,-0.66
83620,-0.69
83630,-0.67
83640,-0.57
83650,-0.52
83660,-0.44
83670,-0.4
83680,-0.31
83690,-0.35
83700,-0.32
83710,-0.21
83720,-0.15
83730,-0.1
83740,-0.13
83750,-0.1
83760,-0.13
83770,-0.17
83780,-0.29
83790,-0.29
83800,-0.25
83810,-0.26
83820,-0.38
83830,-0.36
83840,-0.41
83850,-0.45
83860,-0.46
83870,-0.48
83880,-0.45
83890,-0.33
83900,-0.43
83910,-0.48
83920,-0.48
83930,-0.5
83940,-0.47
83950,-0.5
83960,-0.52
83970,-0.49
83980,-0.49
83990,-0.54
84000,-0.49
84010,-0.54
84020,-0.51
84030,-0.59
84040,-0.62
84050,-0.6
84060,-0.54
84070,-0.56
84080,-0.61
84090,-0.65
84100,-0.66
84110,-0.65
84120,-0.65
84130,-0.61
84140,-0.58
84150,-0.57
84160,-0.6
84170,-0.51
84180,-0.43
84190,-0.4
84200,-0.44
84210,-0.52
84220,-0.55
84230,-0.55
84240,-0.56
84250,-0.61
84260,-0.62
84270,-0.71
84280,-0.69
84290,-0.7
84300,-0.68
84310,-0.65
84320,-0.65
84330,-0.71
84340,-0.63
84350,-0.63
84360,-0.77
84370,-0.79
84380,-0.87
84390,-0.82
84400,-0.84
84410,-0.88
84420,-0.85
84430,-0.77
84440,-0.88
84450,-0.84
84460,-0.71
84470,-0.66
84480,-0.64
84490,-0.75
84500,-0.79
84510,-0.66
84520,-0.66
84530,-0.74
84540,-0.64
84550,-0.62
84560,-0.64
84570,-0.64
84580,-0.64
84590,-0.63
84600,-0.56
84610,-0.64
84620,-0.64
84630,-0.63
84640,-0.69
84650,-0.68
84660,-0.6
84670,-0.5
84680,-0.42
84690,-0.35
84700,-0.33
84710,-0.22
84720,-0.22
84730,-0.16
84740,-0.2
84750,-0.23
84760,-0.31
84770,-0.48
84780,-0.39
84790,-0.4
84800,-0.36
84810,-0.39
84820,-0.4
84830,-0.4
84840,-0.28
84850,-0.22
84860,-0.17
84870,-0.08
84880,-0.25
84890,-0.2
84900,-0.21
84910,-0.21
84920,-0.15
84930,-0.13
84940,-0.14
84950,-0.15
84960,-0.12
84970,-0.09
84980,-0.11
84990,-0.12
85000,-0.19
85010,-0.27
85020,-0.28
85030,-0.3
85040,-0.38
85050,-0.47
85060,-0.52
85070,-0.7
85080,-0.68
85090,-0.78
85100,-0.82
85110,-0.8
85120,-0.8
85130,-0.83
85140,-0.82
85150,-0.75
85160,-0.75
85170,-0.65
85180,-0.67
85190,-0.65
85200,-0.58
85210,-0.52
85220,-0.51
85230,-0.49
85240,-0.45
85250,-0.45
85260,-0.42
85270,-0.45
85280,-0.43
85290,-0.4
85300,-0.35
85310,-0.35
85320,-0.41
85330,-0.45
85340,-0.49
85350,-0.51
85360,-0.51
85370,-0.41
85380,-0.42
85390,-0.39
85400,-0.39
85410,-0.42
85420,-0.29
85430,-0.23
85440,-0.18
85450,-0.15
85460,-0.14
85470,-0.21
85480,-0.11
85490,-0.07
85500,-0.13
85510,-0.14
85520,-0.16
85530,-0.21
85540,-0.16
85550,-0.17
85560,-0.22
85570,-0.11
85580,-0.15
85590,-0.09
85600,-0.06
85610,-0.06
85620,-0.17
85630,-0.11
85640,-0.07
85650,-0.16
85660,-0.07
85670,-0.04
85680,-0.06
85690,-0.21
85700,-0.21
85710,-0.18
85720,-0.05
85730,-0.03
85740,-0.07
85750,0.03
85760,-0.02
85770,-0.13
85780,-0.06
85790,0.0
85800,0.0
85810,0.04
85820,0.01
85830,0.03
85840,-0.02
85850,-0.06
85860,-0.09
85870,-0.03
85880,-0.12
85890,-0.14
85900,-0.19
85910,-0.27
85920,-0.36
85930,-0.42
85940,-0.46
85950,-0.35
85960,-0.38
85970,-0.49
85980,-0.53
85990,-0.57
86000,-0.57
86010,-0.58
86020,-0.53
86030,-0.44
86040,-0.4
86050,-0.48
86060,-0.48
86070,-0.36
86080,-0.18
86090,-0.15
86100,-0.15
86110,-0.11
86120,-0.17
86130,-0.24
86140,-0.27
86150,-0.27
86160,-0.18
86170,-0.31
86180,-0.52
86190,-0.56
86200,-0.58
86210,-0.65
86220,-0.61
86230,-0.52
86240,-0.34
86250,-0.37
86260,-0.5
86270,-0.43
86280,-0.38
86290,-0.38
86300,-0.35
86310,-0.32
86320,-0.38
86330,-0.46
86340,-0.64
86350,-0.58
86360,-0.52
86370,-0.54
86380,-0.49
86390,-0.52
86400,-0.59
86410,-0.52
86420,-0.54
86430,-0.55
86440,-0.6
86450,-0.69
86460,-0.74
86470,-0.74
86480,-0.82
86490,-0.79
86500,-0.69
86510,-0.77
86520,-0.71
86530,-0.77
86540,-0.72
86550,-0.62
86560,-0.62
86570,-0.66
86580,-0.57
86590,-0.54
86600,-0.48
86610,-0.45
86620,-0.48
86630,-0.44
86640,-0.47
86650,-0.53
86660,-0.5
86670,-0.47
86680,-0.56
86690,-0.56
86700,-0.66
86710,-0.69
86720,-0.65
86730,-0.59
86740,-0.6
86750,-0.57
86760,-0.49
86770,-0.48
86780,-0.39
86790,-0.35
86800,-0.33
86810,-0.17
86820,-0.17
86830,-0.25
86840,-0.19
86850,-0.28
86860,-0.37
86870,-0.43
86880,-0.45
86890,-0.51
86900,-0.51
86910,-0.58
86920,-0.62
86930,-0.56
86940,-0.55
86950,-0.5
86960,-0.49
86970,-0.42
86980,-0.43
86990,-0.38
87000,-0.37
87010,-0.41
87020,-0.33
87030,-0.31
87040,-0.28
87050,-0.27
87060,-0.23
87070,-0.13
87080,-0.17
87090,-0.19
87100,-0.24
87110,-0.29
87120,-0.34
87130,-0.4
87140,-0.53
87150,-0.57
87160,-0.63
87170,-0.78
87180,-0.75
87190,-0.72
87200,-0.72
87210,-0.71
87220,-0.75
87230,-0.78
87240,-0.75
87250,-0.72
87260,-0.54
87270,-0.47
87280,-0.54
87290,-0.61
87300,-0.55
87310,-0.55
87320,-0.53
87330,-0.51
87340,-0.46
87350,-0.43
87360,-0.62
87370,-0.61
87380,-0.46
87390,-0.39
87400,-0.39
87410,-0.37
87420,-0.37
87430,-0.42
87440,-0.46
87450,-0.52
87460,-0.49
87470,-0.6
87480,-0.68
87490,-0.73
87500,-0.77
87510,-0.82
87520,-0.89
87530,-0.88
87540,-0.9
87550,-0.89
87560,-0.87
87570,-0.75
87580,-0.79
87590,-0.87
87600,-0.92
87610,-0.92
87620,-0.88
87630,-0.88
87640,-0.86
87650,-0.87
87660,-0.93
87670,-1.03
87680,-1.01
87690,-0.91
87700,-0.73
87710,-0.68
87720,-0.69
87730,-0.69
87740,-0.73
87750,-0.71
87760,-0.7
87770,-0.73
87780,-0.7
87790,-0.76
87800,-0.94
87810,-1.02
87820,-1.05
87830,-1.06
87840,-0.99
87850,-0.96
87860,-0.92
87870,-0.92
87880,-1.01
87890,-1.02
87900,-1.05
87910,-0.99
87920,-0.92
87930,-0.91
87940,-0.92
87950,-0.93
87960,-0.91
87970,-0.87
87980,-0.81
87990,-0.75
88000,-0.62
88010,-0.63
88020,-0.59
88030,-0.56
88040,-0.58
88050,-0.5
88060,-0.54
88070,-0.53
88080,-0.5
88090,-0.5
88100,-0.51
88110,-0.55
88120,-0.53
88130,-0.52
88140,-0.5
88150,-0.58
88160,-0.56
88170,-0.49
88180,-0.53
88190,-0.59
88200,-0.67
88210,-0.57
88220,-0.58
88230,-0.48
88240,-0.41
88250,-0.31
88260,-0.28
88270,-0.28
88280,-0.26
88290,-0.16
88300,-0.16
88310,-0.17
88320,-0.13
88330,-0.3
88340,-0.35
88350,-0.43
88360,-0.47
88370,-0.55
88380,-0.55
88390,-0.64
88400,-0.59
88410,-0.62
88420,-0.5
88430,-0.4
88440,-0.43
88450,-0.39
88460,-0.39
88470,-0.32
88480,-0.26
88490,-0.22
88500,-0.22
88510,-0.17
88520,-0.37
88530,-0.39
88540,-0.4
88550,-0.42
88560,-0.41
88570,-0.45
88580,-0.4
88590,-0.36
88600,-0.4
88610,-0.51
88620,-0.6
88630,-0.61
88640,-0.6
88650,-0.65
88660,-0.68
88670,-0.74
88680,-0.89
88690,-0.88
88700,-0.87
88710,-0.81
88720,-0.66
88730,-0.66
88740,-0.68
88750,-0.66
88760,-0.62
88770,-0.5
88780,-0.44
88790,-0.5
88800,-0.38
88810,-0.34
88820,-0.36
88830,-0.27
88840,-0.23
88850,-0.24
88860,-0.18
88870,-0.24
88880,-0.2
88890,-0.2
88900,-0.26
88910,-0.29
88920,-0.33
88930,-0.38
88940,-0.35
88950,-0.32
88960,-0.37
88970,-0.35
88980,-0.4
88990,-0.38
89000,-0.48
89010,-0.5
89020,-0.49
89030,-0.6
89040,-0.65
89050,-0.62
89060,-0.74
89070,-0.81
89080,-0.86
89090,-0.87
89100,-0.8
89110,-0.73
89120,-0.75
89130,-0.72
89140,-0.77
89150,-0.82
89160,-0.75
89170,-0.75
89180,-0.68
89190,-0.68
89200,-0.73
89210,-0.78
89220,-0.77
89230,-0.75
89240,-0.67
89250,-0.7
89260,-0.7
89270,-0.64
89280,-0.66
89290,-0.64
89300,-0.6
89310,-0.59
89320,-0.55
89330,-0.42
89340,-0.46
89350,-0.5
89360,-0.48
89370,-0.54
89380,-0.59
89390,-0.6
89400,-0.61
89410,-0.64
89420,-0.71
89430,-0.82
89440,-0.83
89450,-0.69
89460,-0.65
89470,-0.61
89480,-0.57
89490,-0.54
89500,-0.59
89510,-0.52
89520,-0.48
89530,-0.44
89540,-0.41
89550,-0.5
89560,-0.47
89570,-0.52
89580,-0.53
89590,-0.6
89600,-0.5
89610,-0.55
89620,-0.48
89630,-0.44
89640,-0.44
89650,-0.39
89660,-0.44
89670,-0.33
89680,-0.37
89690,-0.29
89700,-0.28
89710,-0.27
89720,-0.37
89730,-0.38
89740,-0.33
89750,-0.4
89760,-0.46
89770,-0.6
89780,-0.61
89790,-0.66
89800,-0.72
89810,-0.77
89820,-0.8
89830,-0.77
89840,-0.89
89850,-0.86
89860,-0.85
89870,-0.78
89880,-0.71
89890,-0.68
89900,-0.61
89910,-0.52
89920,-0.46
89930,-0.56
89940,-0.41
89950,-0.31
89960,-0.23
89970,-0.3
89980,-0.26
89990,-0.28
90000,-0.32
90010,-0.39
90020,-0.35
90030,-0.28
90040,-0.33
90050,-0.37
90060,-0.36
90070,-0.25
90080,-0.3
90090,-0.3
90100,-0.29
90110,-0.24
90120,-0.28
90130,-0.26
90140,-0.23
90150,-0.22
90160,-0.21
90170,-0.2
90180,-0.11
90190,0.02
90200,0.05
90210,0.04
90220,-0.03
90230,-0.04
90240,-0.13
90250,-0.15
90260,-0.23
90270,-0.22
90280,-0.27
90290,-0.37
90300,-0.42
90310,-0.42
90320,-0.31
90330,-0.42
90340,-0.3
90350,-0.4
90360,-0.37
90370,-0.42
90380,-0.46
90390,-0.5
90400,-0.51
90410,-0.58
90420,-0.68
90430,-0.64
90440,-0.74
90450,-0.71
90460,-0.71
90470,-0.73
90480,-0.74
90490,-0.72
90500,-0.75
90510,-0.71
90520,-0.66
90530,-0.61
90540,-0.64
90550,-0.62
90560,-0.7
90570,-0.7
90580,-0.68
90590,-0.64
90600,-0.62
90610,-0.64
90620,-0.58
90630,-0.63
90640,-0.52
90650,-0.54
90660,-0.51
90670,-0.49
90680,-0.47
90690,-0.55
90700,-0.61
90710,-0.57
90720,-0.61
90730,-0.59
90740,-0.63
90750,-0.59
90760,-0.44
90770,-0.41
90780,-0.31
90790,-0.26
90800,-0.2
90810,-0.1
90820,-0.09
90830,-0.02
90840,-0.06
90850,-0.03
90860,-0.13
90870,-0.13
90880,-0.28
90890,-0.3
90900,-0.22
90910,-0.37
90920,-0.34
90930,-0.42
90940,-0.43
90950,-0.51
90960,-0.53
90970,-0.43
90980,-0.37
90990,-0.35
91000,-0.41
91010,-0.34
91020,-0.32
91030,-0.3
91040,-0.25
91050,-0.28
91060,-0.24
91070,-0.36
91080,-0.38
91090,-0.41
91100,-0.47
91110,-0.54
91120,-0.59
91130,-0.69
91140,-0.75
91150,-0.7
91160,-0.7
91170,-0.71
91180,-0.72
91190,-0.7
91200,-0.62
91210,-0.55
91220,-0.54
91230,-0.44
91240,-0.39
91250,-0.36
91260,-0.37
91270,-0.4
91280,-0.37
91290,-0.33
91300,-0.3
91310,-0.26
91320,-0.24
91330,-0.2
91340,-0.25
91350,-0.22
91360,-0.25
91370,-0.22
91380,-0.11
91390,-0.12
91400,-0.15
91410,-0.19
91420,-0.17
91430,-0.25
91440,-0.2
91450,-0.2
91460,-0.15
91470,-0.14
91480,-0.2
91490,-0.23
91500,-0.2
91510,-0.21
91520,-0.22
91530,-0.21
91540,-0.2
91550,-0.17
91560,-0.22
91570,-0.22
91580,-0.3
91590,-0.31
91600,-0.4
91610,-0.41
91620,-0.43
91630,-0.46
91640,-0.49
91650,-0.58
91660,-0.49
91670,-0.36
91680,-0.32
91690,-0.34
91700,-0.31
91710,-0.32
91720,-0.35
91730,-0.29
91740,-0.24
91750,-0.17
91760,-0.19
91770,-0.24
91780,-0.3
91790,-0.33
91800,-0.31
91810,-0.3
91820,-0.31
91830,-0.31
91840,-0.36
91850,-0.36
91860,-0.39
91870,-0.49
91880,-0.44
91890,-0.37
91900,-0.4
91910,-0.4
91920,-0.46
91930,-0.53
91940,-0.48
91950,-0.63
91960,-0.55
91970,-0.51
91980,-0.52
91990,-0.62
92000,-0.62
92010,-0.66
92020,-0.65
92030,-0.66
92040,-0.74
92050,-0.7
92060,-0.82
92070,-0.87
92080,-0.89
92090,-0.82
92100,-0.75
92110,-0.71
92120,-0.67
92130,-0.66
92140,-0.62
92150,-0.57
92160,-0.57
92170,-0.57
92180,-0.57
92190,-0.59
92200,-0.64
92210,-0.64
92220,-0.64
92230,-0.62
92240,-0.62
92250,-0.56
92260,-0.32
92270,-0.22
92280,-0.16
92290,-0.11
92300,-0.12
92310,-0.1
92320,-0.13
92330,-0.13
92340,-0.11
92350,-0.15
92360,-0.37
92370,-0.42
92380,-0.49
92390,-0.47
92400,-0.49
92410,-0.51
92420,-0.46
92430,-0.37
92440,-0.34
92450,-0.31
92460,-0.33
92470,-0.26
92480,-0.2
92490,-0.27
92500,-0.19
92510,-0.21
92520,-0.18
92530,-0.2
92540,-0.24
92550,-0.21
92560,-0.16
92570,-0.19
92580,-0.17
92590,-0.11
92600,-0.12
92610,-0.04
92620,-0.15
92630,-0.14
92640,-0.14
92650,-0.22
92660,-0.24
92670,-0.26
92680,-0.23
92690,-0.19
92700,-0.2
92710,-0.27
92720,-0.1
92730,-0.12
92740,-0.18
92750,-0.11
92760,-0.04
92770,-0.09
92780,-0.18
92790,-0.17
92800,-0.16
92810,-0.19
92820,-0.24
92830,-0.24
92840,-0.23
92850,-0.28
92860,-0.37
92870,-0.37
