episodes,Average Reward
37630,-0.88
37640,-0.87
37650,-0.86
37660,-0.85
37670,-0.9
37680,-0.88
37690,-0.82
37700,-0.85
37710,-0.83
37720,-0.83
37730,-0.88
37740,-0.9
37750,-0.86
37760,-0.78
37770,-0.68
37780,-0.68
37790,-0.67
37800,-0.61
37810,-0.57
37820,-0.48
37830,-0.46
37840,-0.49
37850,-0.49
37860,-0.54
37870,-0.46
37880,-0.41
37890,-0.26
37900,-0.25
37910,-0.31
37920,-0.27
37930,-0.17
37940,-0.07
37950,0.07
37960,0.16
37970,0.12
37980,0.07
37990,0.0
38000,-0.03
38010,0.08
38020,0.02
38030,-0.07
38040,-0.09
38050,-0.18
38060,-0.19
38070,-0.29
38080,-0.24
38090,-0.32
38100,-0.32
38110,-0.36
38120,-0.34
38130,-0.22
38140,-0.26
38150,-0.3
38160,-0.31
38170,-0.3
38180,-0.36
38190,-0.36
38200,-0.32
38210,-0.34
38220,-0.38
38230,-0.49
38240,-0.53
38250,-0.6
38260,-0.67
38270,-0.68
38280,-0.66
38290,-0.68
38300,-0.78
38310,-0.81
38320,-0.79
38330,-0.81
38340,-0.76
38350,-0.69
38360,-0.73
38370,-0.72
38380,-0.73
38390,-0.67
38400,-0.58
38410,-0.52
38420,-0.55
38430,-0.43
38440,-0.45
38450,-0.41
38460,-0.33
38470,-0.31
38480,-0.26
38490,-0.28
38500,-0.28
38510,-0.32
38520,-0.33
38530,-0.4
38540,-0.36
38550,-0.38
38560,-0.36
38570,-0.29
38580,-0.27
38590,-0.29
38600,-0.26
38610,-0.21
38620,-0.22
38630,-0.23
38640,-0.22
38650,-0.2
38660,-0.13
38670,-0.18
38680,-0.25
38690,-0.27
38700,-0.35
38710,-0.38
38720,-0.31
38730,-0.3
38740,-0.3
38750,-0.35
38760,-0.41
38770,-0.44
38780,-0.42
38790,-0.35
38800,-0.26
38810,-0.23
38820,-0.29
38830,-0.29
38840,-0.3
38850,-0.29
38860,-0.33
38870,-0.27
38880,-0.22
38890,-0.2
38900,-0.29
38910,-0.34
38920,-0.31
38930,-0.28
38940,-0.19
38950,-0.2
38960,-0.27
38970,-0.31
38980,-0.31
38990,-0.38
39000,-0.38
39010,-0.35
39020,-0.35
39030,-0.35
39040,-0.4
39050,-0.33
39060,-0.31
39070,-0.37
39080,-0.4
39090,-0.41
39100,-0.36
39110,-0.39
39120,-0.36
39130,-0.37
39140,-0.41
39150,-0.48
39160,-0.46
39170,-0.44
39180,-0.42
39190,-0.4
39200,-0.45
39210,-0.43
39220,-0.47
39230,-0.43
39240,-0.4
39250,-0.34
39260,-0.29
39270,-0.27
39280,-0.33
39290,-0.3
39300,-0.23
39310,-0.23
39320,-0.13
39330,-0.2
39340,-0.27
39350,-0.37
39360,-0.4
39370,-0.33
39380,-0.36
39390,-0.3
39400,-0.27
39410,-0.21
39420,-0.3
39430,-0.26
39440,-0.2
39450,-0.13
39460,-0.13
39470,-0.18
39480,-0.05
39490,0.01
39500,0.01
39510,0.01
39520,0.06
39530,0.08
39540,0.03
39550,-0.01
39560,-0.03
39570,-0.01
39580,-0.05
39590,-0.21
39600,-0.3
39610,-0.32
39620,-0.35
39630,-0.44
39640,-0.38
39650,-0.32
39660,-0.29
39670,-0.35
39680,-0.42
39690,-0.39
39700,-0.33
39710,-0.33
39720,-0.38
39730,-0.23
39740,-0.21
39750,-0.19
39760,-0.13
39770,-0.1
39780,-0.06
39790,-0.05
39800,-0.01
39810,-0.06
39820,-0.06
39830,-0.2
39840,-0.22
39850,-0.28
39860,-0.23
39870,-0.27
39880,-0.31
39890,-0.32
39900,-0.39
39910,-0.35
39920,-0.34
39930,-0.34
39940,-0.42
39950,-0.44
39960,-0.64
39970,-0.69
39980,-0.76
39990,-0.78
40000,-0.84
40010,-0.95
40020,-1.03
40030,-1.07
40040,-1.09
40050,-1.15
40060,-1.11
40070,-1.06
40080,-1.01
40090,-0.95
40100,-0.88
40110,-0.81
40120,-0.76
40130,-0.74
40140,-0.7
40150,-0.71
40160,-0.75
40170,-0.79
40180,-0.81
40190,-0.82
40200,-0.92
40210,-0.93
40220,-0.92
40230,-0.87
40240,-0.85
40250,-0.86
40260,-0.81
40270,-0.69
40280,-0.71
40290,-0.72
40300,-0.66
40310,-0.66
40320,-0.63
40330,-0.63
40340,-0.75
40350,-0.65
40360,-0.71
40370,-0.78
40380,-0.73
40390,-0.76
40400,-0.78
40410,-0.76
40420,-0.85
40430,-0.85
40440,-0.82
40450,-0.94
40460,-0.93
40470,-0.98
40480,-0.95
40490,-1.04
40500,-1.06
40510,-1.08
40520,-0.92
40530,-0.97
40540,-0.9
40550,-0.84
40560,-0.79
40570,-0.74
40580,-0.73
40590,-0.68
40600,-0.57
40610,-0.53
40620,-0.65
40630,-0.62
40640,-0.63
40650,-0.62
40660,-0.61
40670,-0.62
40680,-0.65
40690,-0.64
40700,-0.67
40710,-0.63
40720,-0.59
40730,-0.64
40740,-0.65
40750,-0.7
40760,-0.73
40770,-0.73
40780,-0.75
40790,-0.7
40800,-0.73
40810,-0.83
40820,-0.88
40830,-0.73
40840,-0.68
40850,-0.59
40860,-0.44
40870,-0.46
40880,-0.42
40890,-0.5
40900,-0.5
40910,-0.49
40920,-0.47
40930,-0.57
40940,-0.66
40950,-0.72
40960,-0.91
40970,-0.91
40980,-0.93
40990,-0.86
41000,-0.89
41010,-0.87
41020,-0.86
41030,-0.84
41040,-0.85
41050,-0.82
41060,-0.79
41070,-0.85
41080,-0.89
41090,-0.95
41100,-0.9
41110,-0.84
41120,-0.84
41130,-0.83
41140,-0.77
41150,-0.76
41160,-0.7
41170,-0.61
41180,-0.49
41190,-0.41
41200,-0.48
41210,-0.46
41220,-0.44
41230,-0.43
41240,-0.41
41250,-0.37
41260,-0.38
41270,-0.38
41280,-0.4
41290,-0.46
41300,-0.46
41310,-0.52
41320,-0.58
41330,-0.59
41340,-0.6
41350,-0.64
41360,-0.62
41370,-0.64
41380,-0.58
41390,-0.58
41400,-0.48
41410,-0.51
41420,-0.43
41430,-0.44
41440,-0.45
41450,-0.41
41460,-0.45
41470,-0.36
41480,-0.41
41490,-0.4
41500,-0.43
41510,-0.42
41520,-0.47
41530,-0.46
41540,-0.46
41550,-0.46
41560,-0.46
41570,-0.5
41580,-0.52
41590,-0.52
41600,-0.55
41610,-0.43
41620,-0.42
41630,-0.41
41640,-0.36
41650,-0.23
41660,-0.22
41670,-0.16
41680,-0.17
41690,-0.15
41700,-0.13
41710,-0.32
41720,-0.29
41730,-0.32
41740,-0.35
41750,-0.53
41760,-0.39
41770,-0.49
41780,-0.46
41790,-0.34
41800,-0.32
41810,-0.2
41820,-0.24
41830,-0.15
41840,-0.13
41850,-0.05
41860,-0.17
41870,-0.04
41880,-0.03
41890,-0.09
41900,-0.14
41910,-0.17
41920,-0.14
41930,-0.2
41940,-0.21
41950,-0.27
41960,-0.33
41970,-0.49
41980,-0.55
41990,-0.53
42000,-0.59
42010,-0.62
42020,-0.6
42030,-0.64
42040,-0.63
42050,-0.63
42060,-0.62
42070,-0.55
42080,-0.53
42090,-0.65
42100,-0.57
42110,-0.59
42120,-0.63
42130,-0.63
42140,-0.68
42150,-0.71
42160,-0.71
42170,-0.75
42180,-0.77
42190,-0.76
42200,-0.69
42210,-0.69
42220,-0.73
42230,-0.75
42240,-0.75
42250,-0.77
42260,-0.79
42270,-0.8
42280,-0.73
42290,-0.67
42300,-0.74
42310,-0.74
42320,-0.73
42330,-0.68
42340,-0.64
42350,-0.62
42360,-0.58
42370,-0.58
42380,-0.72
42390,-0.77
42400,-0.79
42410,-0.79
42420,-0.75
42430,-0.77
42440,-0.84
42450,-0.8
42460,-0.83
42470,-0.8
42480,-0.8
42490,-0.81
42500,-0.79
42510,-0.75
42520,-0.78
42530,-0.85
42540,-0.83
42550,-0.8
42560,-0.78
42570,-0.83
42580,-0.67
42590,-0.52
42600,-0.49
42610,-0.51
42620,-0.53
42630,-0.5
42640,-0.47
42650,-0.56
42660,-0.54
42670,-0.49
42680,-0.57
42690,-0.68
42700,-0.71
42710,-0.64
42720,-0.61
42730,-0.52
42740,-0.39
42750,-0.26
42760,-0.17
42770,-0.05
42780,-0.08
42790,-0.05
42800,-0.03
42810,-0.04
42820,-0.07
42830,-0.1
42840,-0.22
42850,-0.31
42860,-0.38
42870,-0.47
42880,-0.43
42890,-0.51
42900,-0.54
42910,-0.61
42920,-0.54
42930,-0.55
42940,-0.52
42950,-0.47
42960,-0.54
42970,-0.62
42980,-0.68
42990,-0.64
43000,-0.65
43010,-0.65
43020,-0.72
43030,-0.77
43040,-0.87
43050,-0.96
43060,-0.97
43070,-0.93
43080,-0.83
43090,-0.89
43100,-0.83
43110,-0.84
43120,-0.85
43130,-0.88
43140,-0.87
43150,-0.9
43160,-0.92
43170,-0.88
43180,-1.0
43190,-0.94
43200,-0.97
43210,-0.96
43220,-0.92
43230,-0.84
43240,-0.79
43250,-0.75
43260,-0.65
43270,-0.72
43280,-0.69
43290,-0.76
43300,-0.81
43310,-0.78
43320,-0.77
43330,-0.8
43340,-0.77
43350,-0.75
43360,-0.81
43370,-0.77
43380,-0.78
43390,-0.76
43400,-0.74
43410,-0.75
43420,-0.72
43430,-0.72
43440,-0.76
43450,-0.79
43460,-0.79
43470,-0.85
43480,-0.81
43490,-0.78
43500,-0.76
43510,-0.8
43520,-0.83
43530,-0.84
43540,-0.84
43550,-0.79
43560,-0.72
43570,-0.76
43580,-0.83
43590,-0.84
43600,-0.83
43610,-0.78
43620,-0.75
43630,-0.75
43640,-0.76
43650,-0.76
43660,-0.69
43670,-0.62
43680,-0.5
43690,-0.52
43700,-0.59
43710,-0.6
43720,-0.6
43730,-0.56
43740,-0.59
43750,-0.61
43760,-0.78
43770,-0.77
43780,-0.81
43790,-0.77
43800,-0.8
43810,-0.85
43820,-0.9
43830,-0.9
43840,-0.89
43850,-0.88
43860,-0.8
43870,-0.78
43880,-0.77
43890,-0.78
43900,-0.68
43910,-0.68
43920,-0.65
43930,-0.67
43940,-0.67
43950,-0.58
43960,-0.59
43970,-0.61
43980,-0.67
43990,-0.62
44000,-0.69
44010,-0.64
44020,-0.72
44030,-0.68
44040,-0.69
44050,-0.78
44060,-0.86
44070,-0.85
44080,-0.88
44090,-0.94
44100,-0.93
44110,-0.97
44120,-0.93
44130,-0.99
44140,-0.95
44150,-0.96
44160,-0.86
44170,-0.82
44180,-0.83
44190,-0.89
44200,-0.9
44210,-0.88
44220,-0.79
44230,-0.82
44240,-0.82
44250,-0.83
44260,-0.86
44270,-0.91
44280,-0.9
44290,-0.82
44300,-0.84
44310,-0.78
44320,-0.83
44330,-0.74
44340,-0.68
44350,-0.58
44360,-0.5
44370,-0.41
44380,-0.32
44390,-0.33
44400,-0.27
44410,-0.33
44420,-0.35
44430,-0.33
44440,-0.39
44450,-0.45
44460,-0.49
44470,-0.52
44480,-0.52
44490,-0.51
44500,-0.47
44510,-0.44
44520,-0.45
44530,-0.48
44540,-0.48
44550,-0.51
44560,-0.5
44570,-0.49
44580,-0.49
44590,-0.43
44600,-0.37
44610,-0.35
44620,-0.31
44630,-0.35
44640,-0.32
44650,-0.23
44660,-0.26
44670,-0.32
44680,-0.37
44690,-0.4
44700,-0.44
44710,-0.41
44720,-0.4
44730,-0.34
44740,-0.32
44750,-0.42
44760,-0.43
44770,-0.32
44780,-0.3
44790,-0.29
44800,-0.36
44810,-0.51
44820,-0.57
44830,-0.65
44840,-0.68
44850,-0.63
44860,-0.63
44870,-0.64
44880,-0.63
44890,-0.68
44900,-0.62
44910,-0.49
44920,-0.45
44930,-0.4
44940,-0.4
44950,-0.45
44960,-0.49
44970,-0.52
44980,-0.57
44990,-0.59
45000,-0.61
45010,-0.6
45020,-0.65
45030,-0.66
45040,-0.7
45050,-0.71
45060,-0.71
45070,-0.74
45080,-0.73
45090,-0.72
45100,-0.75
45110,-0.78
45120,-0.69
45130,-0.68
45140,-0.62
45150,-0.56
45160,-0.5
45170,-0.53
45180,-0.48
45190,-0.46
45200,-0.43
45210,-0.4
45220,-0.42
45230,-0.39
45240,-0.41
45250,-0.42
45260,-0.47
45270,-0.44
45280,-0.47
45290,-0.38
45300,-0.36
45310,-0.37
45320,-0.27
45330,-0.24
45340,-0.19
45350,-0.21
45360,-0.13
45370,-0.12
45380,-0.07
45390,-0.11
45400,-0.07
45410,-0.1
45420,-0.18
45430,-0.19
45440,-0.18
45450,-0.13
45460,-0.14
45470,-0.17
45480,-0.18
45490,-0.25
45500,-0.24
45510,-0.24
45520,-0.27
45530,-0.25
45540,-0.36
45550,-0.36
45560,-0.33
45570,-0.33
45580,-0.4
45590,-0.38
45600,-0.47
45610,-0.39
45620,-0.32
45630,-0.29
45640,-0.22
45650,-0.18
45660,-0.18
45670,-0.18
45680,-0.05
45690,-0.01
45700,0.01
45710,-0.07
45720,-0.16
45730,-0.24
45740,-0.22
45750,-0.33
45760,-0.38
45770,-0.42
45780,-0.55
45790,-0.48
45800,-0.47
45810,-0.4
45820,-0.36
45830,-0.37
45840,-0.43
45850,-0.38
45860,-0.35
45870,-0.25
45880,-0.18
45890,-0.2
45900,-0.19
45910,-0.26
45920,-0.19
45930,-0.17
45940,-0.17
45950,-0.2
45960,-0.27
45970,-0.34
45980,-0.36
45990,-0.42
46000,-0.41
46010,-0.42
46020,-0.42
46030,-0.39
46040,-0.35
46050,-0.29
46060,-0.2
46070,-0.11
46080,-0.09
46090,-0.11
46100,-0.15
46110,-0.1
46120,-0.2
46130,-0.26
46140,-0.33
46150,-0.41
46160,-0.51
46170,-0.52
46180,-0.57
46190,-0.49
46200,-0.49
46210,-0.49
46220,-0.52
46230,-0.51
46240,-0.44
46250,-0.34
46260,-0.29
46270,-0.34
46280,-0.29
46290,-0.34
46300,-0.22
46310,-0.25
46320,-0.12
46330,-0.15
46340,-0.15
46350,-0.18
46360,-0.17
46370,-0.19
46380,-0.19
46390,-0.2
46400,-0.29
46410,-0.24
46420,-0.34
46430,-0.22
46440,-0.21
46450,-0.3
46460,-0.27
46470,-0.28
46480,-0.25
46490,-0.21
46500,-0.26
46510,-0.28
46520,-0.25
46530,-0.36
46540,-0.37
46550,-0.3
46560,-0.39
46570,-0.39
46580,-0.37
46590,-0.21
46600,-0.16
46610,-0.15
46620,-0.15
46630,-0.16
46640,-0.16
46650,-0.14
46660,-0.05
46670,-0.01
46680,-0.04
46690,-0.27
46700,-0.3
46710,-0.33
46720,-0.27
46730,-0.14
46740,-0.11
46750,-0.12
46760,-0.18
46770,-0.18
46780,-0.22
46790,-0.23
46800,-0.29
46810,-0.24
46820,-0.37
46830,-0.41
46840,-0.43
46850,-0.41
46860,-0.38
46870,-0.39
46880,-0.38
46890,-0.26
46900,-0.21
46910,-0.23
46920,-0.17
46930,-0.23
46940,-0.23
46950,-0.23
46960,-0.23
46970,-0.22
46980,-0.22
46990,-0.31
47000,-0.28
47010,-0.28
47020,-0.3
47030,-0.4
47040,-0.42
47050,-0.45
47060,-0.48
47070,-0.5
47080,-0.54
47090,-0.53
47100,-0.53
47110,-0.6
47120,-0.59
47130,-0.46
47140,-0.45
47150,-0.47
47160,-0.41
47170,-0.47
47180,-0.39
47190,-0.42
47200,-0.4
47210,-0.43
47220,-0.37
47230,-0.42
47240,-0.45
47250,-0.46
47260,-0.49
47270,-0.4
47280,-0.48
47290,-0.5
47300,-0.51
47310,-0.42
47320,-0.47
47330,-0.43
47340,-0.44
47350,-0.35
47360,-0.37
47370,-0.44
47380,-0.39
47390,-0.32
47400,-0.28
47410,-0.33
47420,-0.32
47430,-0.3
47440,-0.2
47450,-0.14
47460,-0.1
47470,-0.07
47480,-0.12
47490,-0.09
47500,-0.15
47510,-0.17
47520,-0.14
47530,-0.15
47540,-0.26
47550,-0.38
47560,-0.38
47570,-0.39
47580,-0.39
47590,-0.41
47600,-0.44
47610,-0.42
47620,-0.49
47630,-0.44
47640,-0.34
47650,-0.36
47660,-0.41
47670,-0.31
47680,-0.3
47690,-0.31
47700,-0.29
47710,-0.24
47720,-0.27
47730,-0.36
47740,-0.47
47750,-0.52
47760,-0.56
47770,-0.67
47780,-0.66
47790,-0.7
47800,-0.7
47810,-0.77
47820,-0.78
47830,-0.73
47840,-0.71
47850,-0.71
47860,-0.66
47870,-0.67
47880,-0.59
47890,-0.58
47900,-0.57
47910,-0.43
47920,-0.36
47930,-0.37
47940,-0.3
47950,-0.24
47960,-0.26
47970,-0.21
47980,-0.24
47990,-0.21
48000,-0.21
48010,-0.29
48020,-0.31
48030,-0.36
48040,-0.44
48050,-0.4
48060,-0.39
48070,-0.38
48080,-0.41
48090,-0.43
48100,-0.45
48110,-0.55
48120,-0.53
48130,-0.49
48140,-0.45
48150,-0.51
48160,-0.51
48170,-0.54
48180,-0.59
48190,-0.69
48200,-0.71
48210,-0.7
48220,-0.69
48230,-0.65
48240,-0.52
48250,-0.47
48260,-0.43
48270,-0.38
48280,-0.31
48290,-0.15
48300,-0.13
48310,0.0
48320,0.05
48330,0.1
48340,-0.01
48350,-0.08
48360,-0.13
48370,-0.21
48380,-0.19
48390,-0.25
48400,-0.27
48410,-0.35
48420,-0.42
48430,-0.52
48440,-0.57
48450,-0.33
48460,-0.34
48470,-0.35
48480,-0.4
48490,-0.43
48500,-0.39
48510,-0.44
48520,-0.42
48530,-0.44
48540,-0.44
48550,-0.67
48560,-0.67
48570,-0.62
48580,-0.62
48590,-0.58
48600,-0.59
48610,-0.47
48620,-0.46
48630,-0.52
48640,-0.61
48650,-0.66
48660,-0.65
48670,-0.71
48680,-0.78
48690,-0.86
48700,-0.92
48710,-1.03
48720,-1.1
48730,-1.09
48740,-0.98
48750,-0.88
48760,-0.91
48770,-0.89
48780,-0.87
48790,-0.9
48800,-0.88
48810,-0.82
48820,-0.78
48830,-0.79
48840,-0.82
48850,-0.82
48860,-0.76
48870,-0.81
48880,-0.75
48890,-0.63
48900,-0.66
48910,-0.62
48920,-0.68
48930,-0.64
48940,-0.67
48950,-0.7
48960,-0.73
48970,-0.74
48980,-0.74
48990,-0.81
49000,-0.69
49010,-0.78
49020,-0.77
49030,-0.69
49040,-0.62
49050,-0.61
49060,-0.6
49070,-0.44
49080,-0.42
49090,-0.42
49100,-0.41
49110,-0.36
49120,-0.31
49130,-0.36
49140,-0.22
49150,-0.23
49160,-0.2
49170,-0.22
49180,-0.27
49190,-0.22
49200,-0.33
49210,-0.34
49220,-0.31
49230,-0.34
49240,-0.51
49250,-0.54
49260,-0.56
49270,-0.56
49280,-0.62
49290,-0.59
49300,-0.52
49310,-0.55
49320,-0.54
49330,-0.56
49340,-0.54
49350,-0.55
49360,-0.53
49370,-0.57
49380,-0.54
49390,-0.57
49400,-0.61
49410,-0.57
49420,-0.67
49430,-0.62
49440,-0.73
49450,-0.73
49460,-0.73
49470,-0.77
49480,-0.74
49490,-0.8
49500,-0.78
49510,-0.72
49520,-0.67
49530,-0.68
49540,-0.51
49550,-0.52
49560,-0.55
49570,-0.52
49580,-0.5
49590,-0.38
49600,-0.39
49610,-0.36
49620,-0.36
49630,-0.33
49640,-0.4
49650,-0.3
49660,-0.26
49670,-0.34
49680,-0.4
49690,-0.33
49700,-0.31
49710,-0.34
49720,-0.27
49730,-0.22
49740,-0.22
49750,-0.23
49760,-0.31
49770,-0.18
49780,-0.16
49790,-0.3
49800,-0.26
49810,-0.31
49820,-0.36
49830,-0.47
49840,-0.37
49850,-0.39
49860,-0.38
49870,-0.42
49880,-0.41
49890,-0.39
49900,-0.38
49910,-0.4
49920,-0.48
49930,-0.47
49940,-0.54
49950,-0.56
49960,-0.5
49970,-0.5
49980,-0.48
49990,-0.52
50000,-0.59
50010,-0.6
50020,-0.49
50030,-0.47
50040,-0.46
50050,-0.45
50060,-0.48
50070,-0.47
50080,-0.44
50090,-0.4
50100,-0.35
50110,-0.27
50120,-0.24
50130,-0.28
50140,-0.25
50150,-0.21
50160,-0.2
50170,-0.21
50180,-0.21
50190,-0.14
50200,-0.19
50210,-0.19
50220,-0.26
50230,-0.13
50240,-0.18
50250,-0.22
50260,-0.19
50270,-0.15
50280,-0.18
50290,-0.22
50300,-0.12
50310,-0.14
50320,-0.11
50330,-0.17
50340,-0.17
50350,-0.09
50360,-0.14
50370,-0.16
50380,-0.18
50390,-0.23
50400,-0.33
50410,-0.41
50420,-0.4
50430,-0.36
50440,-0.37
50450,-0.4
50460,-0.36
50470,-0.32
50480,-0.27
50490,-0.27
50500,-0.2
50510,-0.1
50520,-0.08
50530,-0.02
50540,0.01
50550,0.05
50560,0.11
50570,-0.04
50580,-0.08
50590,-0.06
50600,-0.17
50610,-0.25
50620,-0.26
50630,-0.4
50640,-0.45
50650,-0.55
50660,-0.66
50670,-0.63
50680,-0.65
50690,-0.69
50700,-0.55
50710,-0.48
50720,-0.5
50730,-0.39
50740,-0.38
50750,-0.34
50760,-0.29
50770,-0.18
50780,-0.13
50790,-0.05
50800,-0.02
50810,-0.08
50820,-0.1
50830,-0.12
50840,-0.04
50850,-0.05
50860,-0.1
50870,-0.16
50880,-0.11
50890,-0.21
50900,-0.37
50910,-0.39
50920,-0.42
50930,-0.48
50940,-0.57
50950,-0.59
50960,-0.6
50970,-0.53
50980,-0.6
50990,-0.61
51000,-0.57
51010,-0.56
51020,-0.56
51030,-0.6
51040,-0.57
51050,-0.58
51060,-0.58
51070,-0.7
51080,-0.75
51090,-0.72
51100,-0.73
51110,-0.79
51120,-0.81
51130,-0.82
51140,-0.86
51150,-0.84
51160,-0.79
51170,-0.68
51180,-0.62
51190,-0.59
51200,-0.59
51210,-0.5
51220,-0.45
51230,-0.42
51240,-0.44
51250,-0.45
51260,-0.49
51270,-0.53
51280,-0.53
51290,-0.51
51300,-0.41
51310,-0.49
51320,-0.52
51330,-0.5
51340,-0.43
51350,-0.42
51360,-0.45
51370,-0.51
51380,-0.54
51390,-0.64
51400,-0.73
51410,-0.72
51420,-0.69
51430,-0.74
51440,-0.72
51450,-0.68
51460,-0.62
51470,-0.61
51480,-0.57
51490,-0.57
51500,-0.6
51510,-0.57
51520,-0.66
51530,-0.58
51540,-0.6
51550,-0.71
51560,-0.75
51570,-0.79
51580,-0.89
51590,-0.86
51600,-0.87
51610,-0.88
51620,-0.76
51630,-0.89
51640,-0.99
51650,-0.98
51660,-0.98
51670,-0.9
51680,-0.84
51690,-0.91
51700,-0.87
51710,-0.9
51720,-0.99
51730,-0.89
51740,-0.78
51750,-0.7
51760,-0.71
51770,-0.72
51780,-0.77
51790,-0.7
51800,-0.74
51810,-0.67
51820,-0.66
51830,-0.69
51840,-0.78
51850,-0.81
51860,-0.82
51870,-0.91
51880,-0.8
51890,-0.75
51900,-0.72
51910,-0.73
51920,-0.73
51930,-0.74
51940,-0.68
51950,-0.68
51960,-0.65
51970,-0.49
51980,-0.51
51990,-0.53
52000,-0.47
52010,-0.47
52020,-0.46
52030,-0.48
52040,-0.49
52050,-0.46
52060,-0.43
52070,-0.6
52080,-0.62
52090,-0.63
52100,-0.7
52110,-0.71
52120,-0.68
52130,-0.68
52140,-0.67
52150,-0.68
52160,-0.73
52170,-0.67
52180,-0.63
52190,-0.62
52200,-0.49
52210,-0.48
52220,-0.45
52230,-0.45
52240,-0.47
52250,-0.54
52260,-0.49
52270,-0.38
52280,-0.43
52290,-0.42
52300,-0.54
52310,-0.57
52320,-0.6
52330,-0.54
52340,-0.54
52350,-0.53
52360,-0.6
52370,-0.71
52380,-0.68
52390,-0.7
52400,-0.69
52410,-0.64
52420,-0.55
52430,-0.56
52440,-0.5
52450,-0.47
52460,-0.43
52470,-0.39
52480,-0.42
52490,-0.42
52500,-0.45
52510,-0.52
52520,-0.56
52530,-0.46
52540,-0.51
52550,-0.52
52560,-0.49
52570,-0.48
52580,-0.48
52590,-0.5
52600,-0.51
52610,-0.5
52620,-0.58
52630,-0.68
52640,-0.65
52650,-0.52
52660,-0.49
52670,-0.45
52680,-0.44
52690,-0.38
52700,-0.42
52710,-0.4
52720,-0.41
52730,-0.5
52740,-0.59
52750,-0.75
52760,-0.8
52770,-0.91
52780,-0.97
52790,-1.06
52800,-1.03
52810,-1.02
52820,-1.02
52830,-0.97
52840,-0.91
52850,-0.9
52860,-0.95
52870,-0.92
52880,-0.87
52890,-0.83
52900,-0.71
52910,-0.75
52920,-0.76
52930,-0.75
52940,-0.74
52950,-0.72
52960,-0.66
52970,-0.67
52980,-0.68
52990,-0.7
53000,-0.8
53010,-0.79
53020,-0.78
53030,-0.77
53040,-0.81
53050,-0.74
53060,-0.77
53070,-0.69
53080,-0.68
53090,-0.59
53100,-0.54
53110,-0.52
53120,-0.44
53130,-0.49
53140,-0.5
53150,-0.5
53160,-0.49
53170,-0.55
53180,-0.54
53190,-0.5
53200,-0.48
53210,-0.46
53220,-0.45
53230,-0.32
53240,-0.22
53250,-0.19
53260,-0.13
53270,0.0
53280,0.01
53290,0.0
53300,0.0
53310,0.01
53320,-0.04
53330,-0.07
53340,-0.05
53350,-0.08
53360,-0.12
53370,-0.17
53380,-0.12
53390,-0.2
53400,-0.1
53410,-0.14
53420,-0.2
53430,-0.29
53440,-0.36
53450,-0.42
53460,-0.44
53470,-0.47
53480,-0.54
53490,-0.6
53500,-0.79
53510,-0.7
53520,-0.66
53530,-0.62
53540,-0.61
53550,-0.61
53560,-0.65
53570,-0.7
53580,-0.7
53590,-0.63
53600,-0.5
53610,-0.56
53620,-0.52
53630,-0.53
53640,-0.54
53650,-0.42
53660,-0.36
53670,-0.39
53680,-0.26
53690,-0.22
53700,-0.3
53710,-0.24
53720,-0.27
53730,-0.23
53740,-0.22
53750,-0.31
53760,-0.33
53770,-0.3
53780,-0.41
53790,-0.41
53800,-0.35
53810,-0.4
53820,-0.39
53830,-0.26
53840,-0.32
53850,-0.34
53860,-0.32
53870,-0.28
53880,-0.26
53890,-0.27
53900,-0.33
53910,-0.33
53920,-0.3
53930,-0.48
53940,-0.44
53950,-0.46
53960,-0.48
53970,-0.5
53980,-0.52
53990,-0.51
54000,-0.51
54010,-0.46
54020,-0.49
54030,-0.51
54040,-0.48
54050,-0.39
54060,-0.31
54070,-0.34
54080,-0.35
54090,-0.42
54100,-0.4
54110,-0.41
54120,-0.46
54130,-0.37
54140,-0.41
54150,-0.56
54160,-0.62
54170,-0.54
54180,-0.54
54190,-0.56
54200,-0.57
54210,-0.64
54220,-0.63
54230,-0.65
54240,-0.59
54250,-0.53
54260,-0.49
54270,-0.57
54280,-0.6
54290,-0.62
54300,-0.62
54310,-0.64
54320,-0.58
54330,-0.58
54340,-0.62
54350,-0.56
54360,-0.57
54370,-0.51
54380,-0.49
54390,-0.41
54400,-0.46
54410,-0.4
54420,-0.43
54430,-0.47
54440,-0.44
54450,-0.48
54460,-0.49
54470,-0.51
54480,-0.47
54490,-0.43
54500,-0.36
54510,-0.37
54520,-0.32
54530,-0.36
54540,-0.4
54550,-0.42
54560,-0.43
54570,-0.41
54580,-0.4
54590,-0.51
54600,-0.55
54610,-0.53
54620,-0.58
54630,-0.49
54640,-0.53
54650,-0.53
54660,-0.6
54670,-0.62
54680,-0.7
54690,-0.71
54700,-0.64
54710,-0.68
54720,-0.65
54730,-0.75
54740,-0.67
54750,-0.68
54760,-0.66
54770,-0.72
54780,-0.65
54790,-0.63
54800,-0.69
54810,-0.68
54820,-0.75
54830,-0.72
54840,-0.77
54850,-0.72
54860,-0.69
54870,-0.63
54880,-0.69
54890,-0.66
54900,-0.69
54910,-0.71
54920,-0.65
54930,-0.64
54940,-0.63
54950,-0.62
54960,-0.66
54970,-0.7
54980,-0.68
54990,-0.71
55000,-0.69
55010,-0.7
55020,-0.76
55030,-0.75
55040,-0.78
55050,-0.83
55060,-0.75
55070,-0.77
55080,-0.79
55090,-0.72
55100,-0.68
55110,-0.7
55120,-0.66
55130,-0.69
