Epoch,Total Reward,Epsilon,Loss
0,-2.0,0.99964,0.005269861780107021
1,-2.0,0.9992801295999999,0.0037993926089257
2,-4.0,0.9989203887533439,0.002620736137032509
3,-5.0,0.9985607774133927,0.003773507196456194
4,-4.0,0.9982012955335238,0.002706536091864109
5,-5.0,0.9978419430671317,0.011566768400371075
6,-4.0,0.9974827199676275,0.011350210756063461
7,-5.0,0.9971236261884391,0.00384332868270576
8,-4.0,0.9967646616830113,0.0015153929125517607
9,-4.0,0.9964058264048054,0.007500465027987957
10,-3.0,0.9960471203072996,0.004344018176198006
11,-4.0,0.9956885433439889,0.004211993422359228
12,-5.0,0.995330095468385,0.008102534338831902
13,-4.0,0.9949717766340164,0.003867367748171091
14,-4.0,0.9946135867944281,0.003755947109311819
15,-3.0,0.9942555259031821,0.0031041305046528578
16,-2.0,0.9938975939138569,0.002002709312364459
17,-3.0,0.9935397907800478,0.001153899822384119
18,-4.0,0.993182116455367,0.01022530160844326
19,-5.0,0.9928245708934431,0.002709961263462901
20,-5.0,0.9924671540479214,0.010448729619383812
21,-3.0,0.9921098658724641,0.002379065379500389
22,-4.0,0.99175270632075,0.0030623741913586855
23,-5.0,0.9913956753464744,0.006220092065632343
24,-3.0,0.9910387729033496,0.007179210893809795
25,-4.0,0.9906819989451044,0.004043719731271267
26,-5.0,0.9903253534254842,0.00404554745182395
27,-2.0,0.989968836298251,0.0015872962540015578
28,-5.0,0.9896124475171837,0.009673353284597397
29,-4.0,0.9892561870360774,0.004905887879431248
30,-4.0,0.9889000548087444,0.006093005649745464
31,-4.0,0.9885440507890133,0.0030178073793649673
32,-4.0,0.9881881749307292,0.003399359993636608
33,-5.0,0.9878324271877541,0.003301080781966448
34,-3.0,0.9874768075139665,0.005641598254442215
35,0.0,0.9871213158632615,0.0054138051345944405
36,-5.0,0.9867659521895507,0.0005194543045945466
37,-4.0,0.9864107164467624,0.007607636973261833
38,-5.0,0.9860556085888416,0.00472043314948678
39,1.0,0.9857006285697496,0.0012276998022571206
40,-5.0,0.9853457763434644,0.005558639764785767
41,-5.0,0.9849910518639807,0.005990399979054928
42,-2.0,0.9846364550853096,0.002150210551917553
43,-2.0,0.9842819859614789,0.0016975041944533587
44,-2.0,0.9839276444465327,0.0064527904614806175
45,-4.0,0.9835734304945319,0.006748296320438385
46,-5.0,0.9832193440595539,0.002435836009681225
47,-5.0,0.9828653850956924,0.005953804589807987
48,-3.0,0.982511553557058,0.006028397940099239
49,-5.0,0.9821578493977774,0.006164128892123699
50,-3.0,0.9818042725719942,0.015655022114515305
51,-2.0,0.9814508230338682,0.009753734804689884
52,-1.0,0.981097500737576,0.002125465078279376
53,-4.0,0.9807443056373104,0.012019374407827854
54,-4.0,0.980391237687281,0.004374156706035137
55,-5.0,0.9800382968417135,0.014836769551038742
56,0.0,0.9796854830548505,0.009069600142538548
57,-3.0,0.9793327962809507,0.01283529307693243
58,-3.0,0.9789802364742896,0.003287747036665678
59,-4.0,0.9786278035891588,0.0019137427443638444
60,-4.0,0.9782754975798666,0.00390832033008337
61,-3.0,0.9779233184007379,0.006456803530454636
62,-5.0,0.9775712660061135,0.0014219435397535563
63,-5.0,0.9772193403503513,0.007150704972445965
64,-3.0,0.9768675413878252,0.004615934565663338
65,-4.0,0.9765158690729255,0.01201055571436882
66,-4.0,0.9761643233600592,0.008576554246246815
67,-5.0,0.9758129042036495,0.005789467599242926
68,-4.0,0.9754616115581362,0.0057905553840100765
69,-4.0,0.9751104453779752,0.007224307395517826
